"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Wander Feliz","","0","0","7.61","0","1","0","1.0","1","1","0","1","1","2.16","5.02","8.88","7.77","0.0","0.0","999.0","sa872834"
"Frainger Aranguren","Reds","0","0","7.79","0","1","0","1.0","1","1","0","1","1","2.14","4.58","8.33","7.90","0.0","0.0","999.0","sa3003132"
"Victor Medina","","0","0","7.60","0","1","0","1.0","1","1","0","0","1","2.17","4.46","8.71","7.77","0.0","0.0","999.0","sa3003063"
"Francisco Gracia","","0","0","7.64","0","1","0","1.0","1","1","0","1","1","2.18","5.00","9.07","7.78","0.0","0.0","999.0","sa3003060"
"Irvin Villarroel","Red Sox","0","0","7.64","0","1","0","1.0","1","1","0","1","1","2.14","4.95","8.63","7.78","0.0","0.0","999.0","sa3005467"
"Daniel Guzman","","0","0","7.21","0","1","0","1.0","1","1","0","1","1","2.19","4.61","9.16","7.57","0.0","0.0","999.0","sa873203"
"Luis Silva","","0","0","7.66","0","1","0","1.0","1","1","0","1","1","2.17","5.17","8.96","7.79","0.0","0.0","999.0","sa833636"
"Bryan Herrera","","0","0","7.63","0","1","0","1.0","1","1","0","1","1","2.18","5.05","9.10","7.79","0.0","0.0","999.0","sa917111"
"Estarlin Rodriguez","Braves","0","0","7.37","0","1","0","1.0","1","1","0","1","1","2.17","4.61","8.82","7.54","0.0","0.0","999.0","sa3004871"
"Aldemar Rivas","Phillies","0","0","7.62","0","1","0","1.0","1","1","0","1","1","2.16","5.22","9.03","7.80","0.0","0.0","999.0","sa3002674"
"Argenis Liriano","","0","0","7.33","0","1","0","1.0","1","1","0","1","1","2.09","5.27","8.42","7.58","0.0","0.0","999.0","sa3006104"
"Luis Marine","","0","0","7.66","0","1","0","1.0","1","1","0","1","1","2.13","4.64","8.44","7.80","0.0","0.0","999.0","sa3006389"
"Anderson Reynoso","","0","0","7.70","0","1","0","1.0","1","1","0","1","1","2.13","4.78","8.37","7.80","0.0","0.0","999.0","sa919025"
"Alexis Araujo","","0","0","7.61","0","1","0","1.0","1","1","0","0","1","2.23","4.40","9.33","7.80","0.0","0.0","999.0","sa3006098"
"Anthony Trompiz","","0","0","7.68","0","1","0","1.0","1","1","0","0","1","2.19","4.30","8.81","7.80","0.0","0.0","999.0","sa879106"
"Jose Ballista","Royals","0","0","7.70","0","1","0","1.0","1","1","0","1","1","2.14","4.56","8.67","7.81","0.0","0.0","999.0","sa3006497"
"Fernando Caro","","0","0","7.70","0","1","0","1.0","1","1","0","1","1","2.24","4.72","9.51","7.96","0.0","0.0","999.0","sa873426"
"Jender De Jesus","","0","0","7.69","0","1","0","1.0","1","1","0","1","1","2.15","4.91","8.72","7.82","0.0","0.0","999.0","sa3003135"
"Garrettson Harris","","0","0","7.65","0","1","0","1.0","1","1","0","1","1","2.19","4.95","9.14","7.83","0.0","0.0","999.0","sa921223"
"Brady Cox","Royals","0","0","7.80","0","1","0","1.0","1","1","0","0","1","2.14","4.46","8.48","7.83","0.0","0.0","999.0","sa3004152"
"Nelson Prada","","0","0","7.23","0","1","0","1.0","1","1","0","1","1","2.19","4.65","9.33","7.62","0.0","0.0","999.0","sa3002944"
"Luinder Avila","Royals","0","0","7.77","0","1","0","1.0","1","1","0","0","1","2.16","4.22","8.59","7.83","0.0","0.0","999.0","sa3006507"
"Ronny Garcia","Astros","0","0","7.64","0","1","0","1.0","1","1","0","1","1","2.17","4.75","8.91","7.81","0.0","0.0","999.0","sa3003030"
"Pablo Santana","","0","0","7.68","0","1","0","1.0","1","1","0","1","1","2.19","4.73","9.08","7.85","0.0","0.0","999.0","sa3003028"
"Manuel Manzanillo","","0","0","7.68","0","1","0","1.0","1","1","0","1","1","2.21","5.13","9.43","7.85","0.0","0.0","999.0","sa3002920"
"Willians Vasquez","","0","0","7.71","0","1","0","1.0","1","1","0","0","1","2.15","4.44","8.54","7.86","0.0","0.0","999.0","sa917972"
"Adrian Solano","Royals","0","0","7.79","0","1","0","1.0","1","1","0","0","1","2.21","4.12","9.00","7.85","0.0","0.0","999.0","sa3006488"
"Raibel Custodio","","0","0","7.60","0","1","0","1.0","1","1","0","1","1","2.18","4.67","9.03","7.73","0.0","0.0","999.0","sa3002924"
"Rolfy Vargas","Mets","0","0","7.54","0","1","0","1.0","1","1","0","1","1","2.08","4.82","7.96","7.65","0.0","0.0","999.0","sa3006499"
"Victor Mueses","","0","0","7.73","0","1","0","1.0","1","1","0","1","1","2.17","4.98","8.88","7.87","0.0","0.0","999.0","sa828562"
"Willian Suarez","","0","0","7.77","0","1","0","1.0","1","1","0","1","1","2.19","4.83","8.96","7.87","0.0","0.0","999.0","sa916841"
"Thowar Martinez","Yankees","0","0","7.70","0","1","0","1.0","1","1","0","1","1","2.20","5.15","9.36","7.87","0.0","0.0","999.0","sa3006574"
"Frander Veras","White Sox","0","0","7.82","0","1","0","1.0","1","1","0","1","1","2.27","5.22","9.94","8.01","0.0","0.0","999.0","sa3008723"
"Luis Trinidad","Rays","0","0","7.33","0","1","0","1.0","1","1","0","1","1","2.18","5.35","9.46","7.66","0.0","0.0","999.0","sa920824"
"Francis Jones","","0","0","7.77","0","1","0","1.0","1","1","0","1","1","2.17","4.95","8.86","7.88","0.0","0.0","999.0","sa917760"
"Roaldo Carvajal","","0","0","7.75","0","1","0","1.0","1","1","0","0","1","2.16","4.04","8.44","7.75","0.0","0.0","999.0","sa3006503"
"Jesus Leon","Angels","0","0","7.35","0","1","0","1.0","1","1","0","1","1","2.25","5.28","10.15","7.87","0.0","0.0","999.0","sa3006124"
"Yon Castro","Yankees","0","0","7.99","0","1","0","1.0","1","1","0","1","1","2.19","4.84","8.86","8.18","0.0","0.0","999.0","sa3005848"
"Luis Alvarez","","0","0","7.78","0","1","0","1.0","1","1","0","1","1","2.17","4.56","8.67","7.89","0.0","0.0","999.0","sa3002972"
"Kilber Santana","","0","0","7.80","0","1","0","1.0","1","1","0","1","1","2.14","4.76","8.48","7.89","0.0","0.0","999.0","sa920636"
"Galvi Agramonte","","0","0","7.74","0","1","0","1.0","1","1","0","1","1","2.23","4.87","9.45","7.90","0.0","0.0","999.0","sa3005074"
"Hector Rodriguez","","0","0","7.52","0","1","0","1.0","1","1","0","1","1","2.21","5.58","9.80","7.90","0.0","0.0","999.0","sa3003142"
"Christophers Santana","Indians","0","0","7.77","0","1","0","1.0","1","1","0","1","1","2.20","5.09","9.23","7.92","0.0","0.0","999.0","sa877306"
"Edwin Martinez","","0","0","7.82","0","1","0","1.0","1","1","0","0","1","2.15","4.32","8.33","7.91","0.0","0.0","999.0","sa828234"
"Nicoly Pina","Phillies","0","0","7.74","0","1","0","1.0","1","1","0","1","1","2.24","5.61","9.91","7.91","0.0","0.0","999.0","sa3005875"
"Ismael Maldonado","","0","0","7.77","0","1","0","1.0","1","1","0","1","1","2.19","5.02","9.15","7.91","0.0","0.0","999.0","sa739158"
"Jendersson Caraballo","White Sox","0","0","7.92","0","1","0","1.0","1","1","0","0","1","2.20","4.41","8.79","8.06","0.0","0.0","999.0","sa3002999"
"Carson Fulmer","Tigers","1","1","5.38","1","12","0","17.0","17","10","3","16","10","1.56","8.67","5.12","5.51","0.0","-0.1","999.0","18311"
"Jose Romero","","0","0","7.75","0","1","0","1.0","1","1","0","1","1","2.20","5.00","9.24","7.92","0.0","0.0","999.0","sa3002919"
"Miguel Pena","Braves","0","0","7.52","0","1","0","1.0","1","1","0","0","1","2.13","4.49","8.30","7.66","0.0","0.0","999.0","sa3003115"
"Jose Alberro","Brewers","0","0","7.57","0","1","0","1.0","1","1","0","1","1","2.32","5.50","10.75","7.95","0.0","0.0","999.0","sa924306"
"Miguel Pozo","","0","0","7.89","0","1","0","1.0","1","1","0","0","1","2.17","4.21","8.42","7.93","0.0","0.0","999.0","sa3005893"
"Josue Gerardo","","0","0","7.79","0","1","0","1.0","1","1","0","1","1","2.28","5.05","10.01","7.94","0.0","0.0","999.0","sa873336"
"Brian Abreu","","0","0","7.65","0","1","0","1.0","1","1","0","1","1","2.28","4.67","9.97","7.94","0.0","0.0","999.0","sa3003076"
"Cristhian Tortosa","","0","0","7.95","0","1","0","1.0","1","1","0","1","1","2.29","5.18","10.09","8.15","0.0","0.0","999.0","sa920454"
"Allinson Benitez","","0","0","7.49","0","1","0","1.0","1","1","0","1","1","2.22","5.10","9.69","7.72","0.0","0.0","999.0","sa3003024"
"Wuilson Meza","Indians","0","0","7.84","0","1","0","1.0","1","1","0","1","1","2.21","4.86","9.23","7.96","0.0","0.0","999.0","sa917388"
"Austin Morales","","0","0","7.85","0","1","0","1.0","1","1","0","0","1","2.20","4.04","8.93","7.93","0.0","0.0","999.0","sa3003003"
"Gustavo Polanco","","0","0","7.63","0","1","0","1.0","1","1","0","1","1","2.29","4.58","10.15","7.94","0.0","0.0","999.0","sa3006511"
"Blair Lakso","","0","0","7.80","0","1","0","1.0","1","1","0","1","1","2.24","4.98","9.58","7.95","0.0","0.0","999.0","sa3004002"
"Marcos Reyes","Tigers","0","0","7.80","0","1","0","1.0","1","1","0","0","1","2.23","4.09","9.07","7.95","0.0","0.0","999.0","sa3006148"
"Oliver Rosario","","0","0","7.55","0","1","0","1.0","1","1","0","1","1","2.29","5.53","10.54","7.97","0.0","0.0","999.0","sa3002687"
"Jahir Varela","","0","0","7.61","0","1","0","1.0","1","1","0","1","1","2.26","4.77","9.86","7.98","0.0","0.0","999.0","sa918159"
"Andres Falcon","","0","0","7.85","0","1","0","1.0","1","1","0","1","1","2.17","4.97","8.85","7.98","0.0","0.0","999.0","sa3006632"
"Abel Estevez","","0","0","7.86","0","1","0","1.0","1","1","0","0","1","2.20","4.40","8.95","7.98","0.0","0.0","999.0","sa3003014"
"Jordis Ramos","","0","0","7.73","0","1","0","1.0","1","1","0","1","1","2.37","5.03","10.84","8.13","0.0","0.0","999.0","sa879814"
"Starlyn Reynoso","","0","0","7.70","0","1","0","1.0","1","1","0","0","1","2.27","4.42","9.74","7.98","0.0","0.0","999.0","sa3006147"
"Tyler Bashlor","Mets","0","0","5.13","0","4","0","4.0","4","2","1","4","2","1.49","8.69","4.64","5.31","0.0","0.0","999.0","15203"
"Darrien Williams","","0","0","7.92","0","1","0","1.0","1","1","0","1","1","2.22","4.99","9.36","8.01","0.0","0.0","999.0","sa3007605"
"Jesus E. Sanchez","Marlins","0","0","7.45","0","1","0","1.0","1","1","0","1","1","2.18","4.93","9.32","7.70","0.0","0.0","999.0","sa917897"
"Enrique Perez","","0","0","7.67","0","1","0","1.0","1","1","0","1","1","2.29","5.22","10.27","8.01","0.0","0.0","999.0","sa828529"
"Braulio Nunez","","0","0","7.76","0","1","0","1.0","1","1","0","0","1","2.24","3.94","9.43","8.00","0.0","0.0","999.0","sa3003092"
"Shuruendy Valeriano","","0","0","7.56","0","1","0","1.0","1","1","0","1","1","2.18","5.44","9.31","7.80","0.0","0.0","999.0","sa3005813"
"Julio Rosario","","0","0","7.86","0","1","0","1.0","1","1","0","1","1","2.26","4.73","9.67","8.02","0.0","0.0","999.0","sa3003044"
"Luis Arrieta","","0","0","7.87","0","1","0","1.0","1","1","0","1","1","2.24","4.69","9.50","8.02","0.0","0.0","999.0","sa3003050"
"Daniel De La Cruz","","0","0","7.83","0","1","0","1.0","1","1","0","1","1","2.20","4.59","9.09","7.89","0.0","0.0","999.0","sa3002689"
"Robinson Montero","Red Sox","0","0","7.91","0","1","0","1.0","1","1","0","1","1","2.19","4.60","8.86","8.03","0.0","0.0","999.0","sa3006555"
"Andy Santana","Tigers","0","0","8.25","0","1","0","1.0","1","1","0","1","1","2.28","4.52","9.47","8.24","0.0","0.0","999.0","sa3002957"
"Rodard Avelino","Cardinals","0","0","7.46","0","1","0","1.0","1","1","0","1","1","2.32","5.78","11.04","7.81","0.0","0.0","999.0","sa3003040"
"Carlos Campos","Pirates","0","0","7.90","0","1","0","1.0","1","1","0","1","1","2.23","4.68","9.31","8.04","0.0","0.0","999.0","sa3005457"
"Bairon De La Rosa","","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.24","5.55","9.82","8.04","0.0","0.0","999.0","sa879803"
"Jose De Leon","","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.26","4.81","9.63","8.05","0.0","0.0","999.0","sa873719"
"Dalvin Rosario","Phillies","0","0","7.90","0","1","0","1.0","1","1","0","1","1","2.29","4.92","10.04","8.06","0.0","0.0","999.0","sa3005144"
"Roy Garcia","Cardinals","0","0","7.62","0","1","0","1.0","1","1","0","0","1","2.28","4.41","9.97","7.83","0.0","0.0","999.0","sa3002941"
"Angel Rodriguez","","0","0","7.95","0","1","0","1.0","1","1","0","1","1","2.21","4.76","9.18","8.07","0.0","0.0","999.0","sa871630"
"Edmar Gonzalez","Cubs","0","0","7.86","0","1","0","1.0","1","1","0","1","1","2.33","5.31","10.63","8.07","0.0","0.0","999.0","sa3005896"
"Jose Diaz","Tigers","0","0","7.92","0","1","0","1.0","1","1","0","1","1","2.26","5.01","9.84","8.07","0.0","0.0","999.0","sa3005709"
"Martin Rodriguez","","0","0","7.71","0","1","0","1.0","1","1","0","1","1","2.18","4.52","8.80","7.85","0.0","0.0","999.0","sa3007808"
"Wilton Sanchez","Indians","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.24","5.23","9.68","8.08","0.0","0.0","999.0","sa3004366"
"Antonio Herrera","","0","0","8.05","0","1","0","1.0","1","1","0","0","1","2.29","4.42","9.64","8.22","0.0","0.0","999.0","sa830580"
"Omar Ventura","","0","0","7.94","0","1","0","1.0","1","1","0","1","1","2.27","5.10","9.93","8.08","0.0","0.0","999.0","sa879447"
"Jeffrey Colon","Mets","0","0","7.67","0","1","0","1.0","1","1","0","1","1","2.24","4.90","9.58","7.86","0.0","0.0","999.0","sa3006421"
"Jose Ramirez","Royals","0","0","8.02","0","1","0","1.0","1","1","0","0","1","2.22","3.88","8.94","8.08","0.0","0.0","999.0","sa3007232"
"Luis Gamez","","0","0","7.64","0","1","0","1.0","1","1","0","0","1","2.24","3.92","9.15","7.83","0.0","0.0","999.0","sa829025"
"Jose Amaya","","0","0","7.77","0","1","0","1.0","1","1","0","1","1","2.29","4.84","10.15","8.10","0.0","0.0","999.0","sa3006121"
"Stephen Greenlees","","0","0","7.82","0","1","0","1.0","1","1","0","1","1","2.26","4.97","9.83","8.10","0.0","0.0","999.0","sa3004774"
"Javier Vasquez","Royals","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.27","5.20","10.20","8.10","0.0","0.0","999.0","sa3005873"
"Erick Perez","White Sox","0","0","7.99","0","1","0","1.0","1","1","0","1","1","2.34","5.70","10.83","8.25","0.0","0.0","999.0","sa3002968"
"Marcos Correa","","0","0","8.01","0","1","0","1.0","1","1","0","1","1","2.23","4.69","9.32","8.11","0.0","0.0","999.0","sa3003128"
"Raulin Celedonio","Braves","0","0","7.44","0","1","0","1.0","1","1","0","1","1","2.33","5.27","10.71","7.87","0.0","0.0","999.0","sa3006167"
"Deyvis Julian","","0","0","7.73","0","1","0","1.0","1","1","0","1","1","2.19","4.83","9.05","7.87","0.0","0.0","999.0","sa872507"
"Jesus Rosillo","Red Sox","0","0","7.99","0","1","0","1.0","1","1","0","1","1","2.26","4.90","9.73","8.13","0.0","0.0","999.0","sa3005842"
"Johan Lopez","","0","0","8.01","0","1","0","1.0","1","1","0","1","1","2.28","4.74","9.84","8.14","0.0","0.0","999.0","sa3005705"
"Larimel Soriano","","0","0","7.72","0","1","0","1.0","1","1","0","1","1","2.24","4.58","9.63","7.92","0.0","0.0","999.0","sa3003930"
"Angel Felipe","","0","0","7.64","0","1","0","1.0","1","1","0","1","1","2.26","5.19","10.00","7.92","0.0","0.0","999.0","sa881181"
"Blake Cederlind","Pirates","0","0","5.13","0","6","0","6.0","6","3","1","5","3","1.60","7.37","4.90","5.20","0.0","0.0","999.0","sa875318"
"Elian Rodriguez","Astros","0","0","8.02","0","1","0","1.0","1","1","0","1","1","2.24","4.72","9.37","8.11","0.0","0.0","999.0","sa3004715"
"Alejandro Vallejo","","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.34","5.25","10.76","8.16","0.0","0.0","999.0","sa3002619"
"Janick Lopez","Rays","0","0","7.73","0","1","0","1.0","1","1","0","1","1","2.22","4.55","9.28","7.95","0.0","0.0","999.0","sa3003085"
"Yoel Diaz","","0","0","8.06","0","1","0","1.0","1","1","0","1","1","2.23","5.04","9.49","8.18","0.0","0.0","999.0","sa917049"
"Emmanuel Estevez","","0","0","8.10","0","1","0","1.0","1","1","0","1","1","2.25","4.75","9.52","8.19","0.0","0.0","999.0","sa876535"
"Ciriaco Javier","","0","0","8.08","0","1","0","1.0","1","1","0","1","1","2.30","5.06","10.09","8.21","0.0","0.0","999.0","sa916714"
"Kleiber Carreno","","0","0","8.03","0","1","0","1.0","1","1","0","1","1","2.33","4.89","10.38","8.21","0.0","0.0","999.0","sa3002953"
"Nelson Acosta","","0","0","8.14","0","1","0","1.0","1","1","0","1","1","2.34","4.87","10.45","8.36","0.0","0.0","999.0","sa828578"
"Jonathan Bruzual","","0","0","7.91","0","1","0","1.0","1","1","0","1","1","2.35","4.96","10.69","8.22","0.0","0.0","999.0","sa3002952"
"Robinson Parra","Red Sox","0","0","8.05","0","1","0","1.0","1","1","0","1","1","2.33","4.69","10.28","8.22","0.0","0.0","999.0","sa3007604"
"Angel Ozuna","","0","0","8.09","0","1","0","1.0","1","1","0","1","1","2.24","4.66","9.43","8.22","0.0","0.0","999.0","sa3003151"
"Zamil Castillo","Reds","0","0","8.06","0","1","0","1.0","1","1","0","1","1","2.37","5.57","11.10","8.36","0.0","0.0","999.0","sa3006118"
"Marco Estrada","","1","2","6.00","4","4","0","20.0","23","13","5","15","8","1.50","6.50","3.49","6.16","0.0","0.0","999.0","1118"
"Carlos Cortes","","0","0","8.03","0","1","0","1.0","1","1","0","1","1","2.34","4.65","10.45","8.23","0.0","0.0","999.0","sa880945"
"Fernando Melo","Rays","0","0","7.52","0","1","0","1.0","1","1","0","1","1","2.34","4.86","10.78","8.03","0.0","0.0","999.0","sa3003162"
"Jose Ramirez","Red Sox","0","0","8.12","0","1","0","1.0","1","1","0","1","1","2.34","4.51","10.30","8.28","0.0","0.0","999.0","sa3006702"
"Miguel Paulino","","0","0","8.19","0","1","0","1.0","1","1","0","1","1","2.34","4.88","10.43","8.32","0.0","0.0","999.0","sa917672"
"Daniel De Leon","","0","0","8.25","0","1","0","1.0","1","1","0","0","1","2.31","4.35","9.86","8.33","0.0","0.0","999.0","sa3005888"
"Reinardo Mota","","0","0","8.21","0","1","0","1.0","1","1","0","1","1","2.34","4.53","10.24","8.34","0.0","0.0","999.0","sa3003160"
"Oswal Torres","Tigers","0","0","8.19","0","1","0","1.0","1","1","0","1","1","2.35","4.53","10.39","8.34","0.0","0.0","999.0","sa3006157"
"Hector De Los Santos","","0","0","7.96","0","1","0","1.0","1","1","0","1","1","2.32","4.97","10.47","8.14","0.0","0.0","999.0","sa3005707"
"Ronald Parra","","0","0","8.04","0","1","0","1.0","1","1","0","1","1","2.39","4.90","11.06","8.39","0.0","0.0","999.0","sa917480"
"Adam Plutko","Indians","1","2","5.29","2","18","0","29.0","31","17","7","24","8","1.35","7.46","2.42","5.44","0.0","0.0","598.1","15846"
"Daniel Bard","Rockies","1","1","5.38","0","12","0","12.0","12","7","2","11","7","1.65","8.05","5.56","5.38","0.0","0.0","999.0","7115"
"Henry Torres","","0","0","7.93","0","1","0","1.0","1","1","0","1","1","2.30","5.11","10.28","8.20","0.0","0.0","999.0","sa3006103"
"Cristopher Batista","","0","0","8.43","0","1","0","1.0","1","1","0","0","1","2.40","4.34","10.60","8.59","0.0","0.0","999.0","sa916985"
"Israel Lantigua","","0","0","8.45","0","1","0","1.0","1","1","0","1","1","2.43","4.73","11.19","8.58","0.0","0.0","999.0","sa3004010"
"Daniel Acosta","Brewers","0","0","8.31","0","1","0","1.0","1","1","0","1","1","2.47","4.80","11.65","8.48","0.0","0.0","999.0","sa916724"
"Addison Reed","","0","0","5.13","0","9","0","9.0","10","5","2","7","3","1.39","7.22","2.77","5.19","0.0","-0.1","999.0","10586"
"Antonio Villalba","","0","0","8.13","0","1","0","1.0","1","1","0","1","1","2.28","5.00","9.98","8.30","0.0","0.0","999.0","sa3005884"
"Austin Shields","","0","0","8.47","0","1","0","1.0","1","1","0","1","1","2.36","4.73","10.43","8.55","0.0","0.0","999.0","sa918940"
"Jose Martinez","","0","0","8.47","0","1","0","1.0","1","1","0","0","1","2.40","4.41","10.85","8.62","0.0","0.0","999.0","sa3003033"
"Jerry Blevins","","0","0","5.03","0","9","0","9.0","9","5","2","9","4","1.45","8.87","4.29","5.25","0.0","0.0","999.0","7841"
"Jesus Rondon","White Sox","0","0","8.66","0","1","0","1.0","1","1","0","1","1","2.37","5.61","10.93","8.80","0.0","0.0","999.0","sa3005704"
"Dauris Lopez","","0","0","8.19","0","1","0","1.0","1","1","0","0","1","2.32","4.46","10.15","8.43","0.0","0.0","999.0","sa3002932"
"Liam McCall","Mets","0","0","8.26","0","1","0","1.0","1","1","0","1","1","2.38","4.76","10.83","8.44","0.0","0.0","999.0","sa3005018"
"Cristopher Valdez","White Sox","0","0","8.90","0","1","0","1.0","1","1","0","1","1","2.52","4.66","11.79","9.00","0.0","0.0","999.0","sa3009748"
"Glenn Sparkman","Royals","1","1","5.41","2","12","0","22.0","26","13","4","14","6","1.45","5.82","2.61","5.38","0.0","0.0","600.9","15200"
"Wandy Peralta","Giants","1","1","4.32","0","16","0","16.0","16","7","2","12","7","1.44","7.08","3.91","4.59","0.0","0.1","999.0","14295"
"Jordan Holloway","Marlins","0","0","5.28","0","4","0","4.0","4","2","0","3","3","1.75","7.16","6.58","5.62","0.0","0.0","999.0","20631"
"Brian Duensing","","0","0","5.16","0","7","0","7.0","8","4","1","5","3","1.53","6.48","3.98","5.40","0.0","-0.1","999.0","4064"
"Tyler Kinley","Rockies","1","1","5.32","0","16","0","16.0","16","9","3","15","9","1.59","8.50","5.25","5.37","0.0","0.0","999.0","18297"
"Kodi Whitley","Cardinals","1","1","4.82","0","13","0","13.0","13","7","2","11","6","1.45","7.64","3.94","5.00","0.0","0.0","999.0","19731"
"Rony Garcia","Tigers","0","1","5.28","0","11","0","11.0","12","7","2","9","4","1.43","7.42","3.30","5.39","-0.1","-0.1","999.0","20430"
