"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Sal Mendez","Rangers","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.68","4.99","4.64","6.55","0.0","0.0","999.0","sa739012"
"Jorge Ortega","","0","0","6.57","0","0","0","1.0","1","1","0","1","0","1.66","4.73","3.80","6.55","0.0","0.0","999.0","sa597019"
"Adam Hill","Mariners","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.75","5.48","5.50","6.55","0.0","0.0","999.0","sa876313"
"Jose Carlos Medina","","0","0","6.27","0","0","0","1.0","1","1","0","0","1","1.87","4.36","6.07","6.55","0.0","0.0","999.0","sa737197"
"Kyle Johnston","Blue Jays","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.78","6.04","5.79","6.55","0.0","0.0","999.0","sa3004571"
"Griffin Roberts","Cardinals","0","0","6.46","0","0","0","1.0","1","1","0","0","1","1.80","4.30","5.33","6.55","0.0","0.0","999.0","sa3008483"
"Erling Moreno","Cubs","0","0","6.38","0","0","0","1.0","1","1","0","0","1","1.91","4.41","6.61","6.55","0.0","0.0","999.0","sa827076"
"Angel Zerpa","Royals","0","0","6.38","0","0","0","1.0","1","1","0","0","1","1.82","4.05","5.60","6.56","0.0","0.0","999.0","sa3002993"
"Cole Watts","","0","0","6.30","0","0","0","1.0","1","1","0","1","1","1.80","5.17","5.86","6.56","0.0","0.0","999.0","sa3004358"
"Joaquin De La Cruz","","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.85","5.52","6.24","6.56","0.0","0.0","999.0","sa739539"
"Chance Kirby","Tigers","0","0","6.60","0","0","0","1.0","1","1","0","1","0","1.65","4.92","3.80","6.56","0.0","0.0","999.0","sa3007200"
"Tyler Kane","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.73","4.67","4.54","6.56","0.0","0.0","999.0","sa738905"
"Freisis Adames","Brewers","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.77","5.60","5.47","6.56","0.0","0.0","999.0","sa916725"
"Sonny Vargas","Giants","0","0","6.26","0","0","0","1.0","1","1","0","1","1","1.93","4.50","6.95","6.56","0.0","0.0","999.0","sa3006163"
"Carlos Montilla","Dodgers","0","0","6.36","0","0","0","1.0","1","1","0","0","1","1.79","4.34","5.38","6.56","0.0","0.0","999.0","sa3002817"
"Matt Turner","Indians","0","0","6.42","0","0","0","1.0","1","1","0","1","1","1.74","4.69","4.81","6.56","0.0","0.0","999.0","sa3005029"
"Paul Balestrieri","","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.78","4.83","5.33","6.57","0.0","0.0","999.0","sa915714"
"Grant Hockin","","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.74","4.81","4.68","6.57","0.0","0.0","999.0","sa828698"
"Justin Valdespina","","0","0","6.49","0","0","0","1.0","1","1","0","0","1","1.85","4.41","5.74","6.57","0.0","0.0","999.0","sa918312"
"Brandon Bonilla","","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.86","6.34","6.80","6.57","0.0","0.0","999.0","sa602380"
"Daiveyon Whittle","Rays","0","0","6.41","0","0","0","1.0","1","1","0","1","1","1.82","4.82","5.73","6.57","0.0","0.0","999.0","sa3007617"
"Luis Alvarado","Angels","0","0","6.35","0","0","0","1.0","1","1","0","1","1","1.75","6.23","5.80","6.57","0.0","0.0","999.0","sa3007454"
"Peyton Culbertson","","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.79","5.18","5.44","6.58","0.0","0.0","999.0","sa3007805"
"Clay Chandler","","0","0","6.42","0","0","0","1.0","1","1","0","1","0","1.58","5.02","3.41","6.58","0.0","0.0","999.0","sa3004749"
"Chris Comito","","0","0","6.55","0","0","0","1.0","1","1","0","0","1","1.75","4.37","4.64","6.58","0.0","0.0","999.0","sa875632"
"Tyler Mondile","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.72","4.76","4.55","6.58","0.0","0.0","999.0","sa918013"
"Sean Wymer","Blue Jays","0","0","6.53","0","0","0","1.0","1","1","0","0","0","1.69","4.44","4.10","6.58","0.0","0.0","999.0","sa3007204"
"Jairo Solis","Astros","0","0","6.48","0","0","0","1.0","1","1","0","1","1","1.81","5.82","6.02","6.59","0.0","0.0","999.0","sa3003037"
"Abismael Villaman","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.85","4.69","5.95","6.59","0.0","0.0","999.0","sa3006152"
"Carlos Teller","","0","0","6.39","0","0","0","1.0","1","1","0","1","1","1.84","4.66","5.81","6.59","0.0","0.0","999.0","sa455989"
"Deivi Diaz","Yankees","0","0","6.32","0","0","0","1.0","1","1","0","1","1","1.77","5.92","5.62","6.59","0.0","0.0","999.0","sa917803"
"Zach Willeman","Dodgers","0","0","6.33","0","0","0","1.0","1","1","0","1","1","1.82","4.61","5.88","6.59","0.0","0.0","999.0","sa3008443"
"Aldo Ramirez","Red Sox","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.80","4.93","5.48","6.59","0.0","0.0","999.0","sa3005371"
"Jean Ruiz","","0","0","6.46","0","0","0","1.0","1","1","0","0","1","1.74","4.40","4.90","6.59","0.0","0.0","999.0","sa828536"
"Patrick McGuff","","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.75","5.05","5.13","6.60","0.0","0.0","999.0","sa918916"
"Justin Brantley","","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.76","5.84","5.47","6.60","0.0","0.0","999.0","sa829414"
"Ryan Dease","Rangers","0","0","6.57","0","0","0","1.0","1","1","0","1","1","1.73","4.68","4.58","6.60","0.0","0.0","999.0","sa3004664"
"Alvaro Seijas","Cardinals","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.79","4.73","5.52","6.60","0.0","0.0","999.0","sa861440"
"Reid Birlingmair","","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.74","5.43","5.43","6.61","0.0","0.0","999.0","sa3007473"
"Travis Eckert","Royals","0","0","6.59","0","0","0","1.0","1","1","0","0","1","1.79","4.34","5.26","6.62","0.0","0.0","999.0","sa875261"
"Ryne Inman","","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.69","6.21","5.27","6.62","0.0","0.0","999.0","sa875696"
"Shane Baz","Rays","0","0","6.47","0","0","0","1.0","1","1","0","1","1","1.79","5.91","5.92","6.62","0.0","0.0","999.0","sa3004765"
"Reid Schaller","Nationals","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.79","5.10","5.62","6.63","0.0","0.0","999.0","sa3008023"
"Felipe Tejada","Astros","0","0","6.44","0","0","0","1.0","1","1","0","1","1","1.79","6.23","6.15","6.63","0.0","0.0","999.0","sa873145"
"Deyni Olivero","","0","0","6.61","0","0","0","1.0","1","1","0","0","1","1.84","4.26","5.69","6.63","0.0","0.0","999.0","sa917869"
"Hugo Beltran","Dodgers","0","0","6.42","0","0","0","1.0","1","1","0","0","1","1.85","4.28","5.91","6.63","0.0","0.0","999.0","sa3006354"
"Amilcar Gaxiola","","0","0","6.47","0","0","0","1.0","1","1","0","0","1","1.78","4.43","5.06","6.63","0.0","0.0","999.0","sa510464"
"Jacob Heatherly","Reds","0","0","6.46","0","0","0","1.0","1","1","0","1","1","1.92","5.51","6.93","6.63","0.0","0.0","999.0","sa3004736"
"Henry Garcia","","0","0","6.43","0","0","0","1.0","1","1","0","0","1","1.75","4.36","4.83","6.63","0.0","0.0","999.0","sa733543"
"Adam Wolf","Tigers","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.79","4.75","5.26","6.63","0.0","0.0","999.0","sa3007587"
"Jesus Rodriguez","","0","0","6.62","0","0","0","1.0","1","1","0","1","0","1.70","4.52","4.14","6.63","0.0","0.0","999.0","sa871769"
"Jorge Rivera","","0","0","6.56","0","0","0","1.0","1","1","0","1","1","1.68","5.43","4.52","6.63","0.0","0.0","999.0","sa824922"
"Joan Adon","Nationals","0","0","6.49","0","0","0","1.0","1","1","0","1","1","1.83","5.02","6.01","6.63","0.0","0.0","999.0","sa3002614"
"Marco Quevedo","","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.75","4.69","4.86","6.64","0.0","0.0","999.0","sa508101"
"Jose Barajas","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.80","4.70","5.31","6.64","0.0","0.0","999.0","sa455494"
"Dionis Zamora","","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.77","5.53","5.37","6.64","0.0","0.0","999.0","sa3003167"
"Nolan Watson","Royals","0","0","6.59","0","0","0","1.0","1","1","0","0","1","1.76","4.42","4.97","6.64","0.0","0.0","999.0","sa874732"
"DL Hall","Orioles","0","0","6.31","0","0","0","1.0","1","1","0","1","1","1.82","7.21","6.93","6.64","0.0","0.0","999.0","sa3005282"
"Weston Davis","","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.78","4.78","5.09","6.64","0.0","0.0","999.0","sa829015"
"Zach Spears","Pirates","0","0","6.67","0","0","0","1.0","1","1","0","0","1","1.91","4.45","6.19","6.64","0.0","0.0","999.0","sa3006974"
"Prelander Berroa","Giants","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.87","4.82","6.49","6.65","0.0","0.0","999.0","sa3005069"
"Xavier Altamirano","","0","0","6.48","0","0","0","1.0","1","1","0","1","0","1.61","4.80","3.79","6.65","0.0","0.0","999.0","sa875865"
"Miguel Ruiz","","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.72","4.90","4.51","6.65","0.0","0.0","999.0","sa509788"
"Luis Oviedo","","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.79","5.39","5.52","6.66","0.0","0.0","999.0","sa917344"
"Leif Strom","Nationals","0","0","6.55","0","0","0","1.0","1","1","0","1","1","1.84","5.09","6.01","6.66","0.0","0.0","999.0","sa3007220"
"Frank Valentino","","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.78","4.93","5.18","6.67","0.0","0.0","999.0","sa3011223"
"Breiling Eusebio","Rockies","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.86","4.69","5.79","6.67","0.0","0.0","999.0","sa828552"
"Lupe Chavez","Astros","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.78","5.51","5.52","6.67","0.0","0.0","999.0","sa872819"
"Francisco Gomez","","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.78","5.11","5.29","6.67","0.0","0.0","999.0","sa3005405"
"Wes Torrez","","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.74","4.76","4.76","6.67","0.0","0.0","999.0","sa914205"
"Randy Acevedo","Royals","0","0","6.64","0","0","0","1.0","1","1","0","0","1","1.89","3.37","5.74","6.67","0.0","0.0","999.0","sa873299"
"Marcos Machado","","0","0","6.50","0","0","0","1.0","1","1","0","1","1","1.76","4.62","5.03","6.67","0.0","0.0","999.0","sa916571"
"Zak Baayoun","Rockies","0","0","6.73","0","0","0","1.0","1","1","0","0","1","1.90","4.23","5.87","6.67","0.0","0.0","999.0","sa3010661"
"Adam Reuss","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.81","4.86","5.61","6.67","0.0","0.0","999.0","sa3003993"
"Pedro Gonzalez","Nationals","0","0","6.50","0","0","0","1.0","1","1","0","0","1","1.90","4.49","6.39","6.67","0.0","0.0","999.0","sa3002617"
"Patrick Johnson","","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.78","4.64","5.26","6.67","0.0","0.0","999.0","sa526880"
"Colin Welmon","","0","0","6.83","0","0","0","1.0","1","1","0","1","0","1.71","4.84","4.17","6.68","0.0","0.0","999.0","sa827336"
"Michael Burrows","Pirates","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.89","4.88","6.04","6.68","0.0","0.0","999.0","sa3008517"
"Osvaldo Berrios","","0","0","6.55","0","0","0","1.0","1","1","0","0","1","1.78","4.44","5.37","6.68","0.0","0.0","999.0","sa3004702"
"Edisson Gonzalez","Blue Jays","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.79","5.67","5.52","6.68","0.0","0.0","999.0","sa3002979"
"Keith Weisenberg","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.85","5.69","6.37","6.69","0.0","0.0","999.0","sa829809"
"Charlie Ruegger","Yankees","0","0","6.54","0","0","0","1.0","1","1","0","1","1","1.77","4.66","4.95","6.69","0.0","0.0","999.0","sa3008427"
"Bryan Lucas","Red Sox","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.84","4.69","5.65","6.69","0.0","0.0","999.0","sa3006123"
"Emilker Guzman","Angels","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.81","4.51","5.52","6.69","0.0","0.0","999.0","sa3003158"
"Francisco Campos","","0","0","6.61","0","0","0","1.0","1","1","0","0","0","1.64","4.41","3.61","6.69","0.0","0.0","999.0","sa195168"
"Josh Hiatt","","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.84","5.09","5.95","6.70","0.0","0.0","999.0","sa3008612"
"Hyun-il Choi","Dodgers","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.81","4.74","5.66","6.70","0.0","0.0","999.0","sa3009992"
"Jackson Rose","Marlins","0","0","6.61","0","0","0","1.0","1","1","0","0","1","1.80","4.44","5.36","6.70","0.0","0.0","999.0","sa3008129"
"Heribert Garcia","Royals","0","0","6.71","0","0","0","1.0","1","1","0","0","1","1.82","4.11","5.33","6.70","0.0","0.0","999.0","sa3006408"
"Michel Otanez","Mets","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.91","4.98","6.60","6.70","0.0","0.0","999.0","sa932611"
"Alex Speas","Rangers","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.89","6.27","6.94","6.71","0.0","0.0","999.0","sa917945"
"Josh Winder","Twins","0","0","6.67","0","0","0","1.0","1","1","0","1","0","1.68","5.38","4.37","6.71","0.0","0.0","999.0","sa3007993"
"Luis Barroso","Royals","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.79","4.70","5.45","6.71","0.0","0.0","999.0","sa3005697"
"Jared Solomon","Reds","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.82","5.70","5.99","6.71","0.0","0.0","999.0","sa3004589"
"Eris Filpo","Rangers","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.82","4.68","5.49","6.71","0.0","0.0","999.0","sa917835"
"Hans Crouse","Rangers","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.69","5.37","4.64","6.71","0.0","0.0","999.0","sa3004642"
"Derek Casey","Cubs","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.78","4.64","5.14","6.71","0.0","0.0","999.0","sa3008259"
"Sam Keating","Padres","0","0","6.61","0","0","0","1.0","1","1","0","0","1","1.83","4.10","5.57","6.72","0.0","0.0","999.0","sa3005025"
"Cole Winn","Rangers","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.85","5.45","6.22","6.72","0.0","0.0","999.0","sa3008662"
"Taylor Lehman","Phillies","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.82","5.22","5.94","6.72","0.0","0.0","999.0","sa3007834"
"Edgar Martinez","Padres","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.88","4.70","6.29","6.72","0.0","0.0","999.0","sa3006490"
"Sergio Cubilete","","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.84","4.92","5.76","6.72","0.0","0.0","999.0","sa917366"
"Yefri Del Rosario","Royals","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.78","5.12","5.48","6.72","0.0","0.0","999.0","sa3002971"
"Henry Omana","","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.77","5.71","5.43","6.72","0.0","0.0","999.0","sa3005119"
"Delvin Capellan","Royals","0","0","6.66","0","0","0","1.0","1","1","0","0","1","1.75","4.47","4.97","6.73","0.0","0.0","999.0","sa3002996"
"Jose Rodulfo","Dodgers","0","0","6.46","0","0","0","1.0","1","1","0","0","1","1.79","4.47","5.51","6.73","0.0","0.0","999.0","sa3002961"
"Ignacio Feliz","Padres","0","0","6.60","0","0","0","1.0","1","1","0","1","1","1.88","4.96","6.47","6.73","0.0","0.0","999.0","sa3002982"
"Joan Valdez","Dodgers","0","0","6.55","0","0","0","1.0","1","1","0","0","1","1.84","4.26","5.78","6.74","0.0","0.0","999.0","sa3003013"
"Trey Killian","","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.73","5.23","4.82","6.74","0.0","0.0","999.0","sa827345"
"Elvin Rodriguez","Tigers","0","0","6.72","0","0","0","1.0","1","1","0","1","0","1.68","5.40","4.33","6.74","0.0","0.0","999.0","sa873437"
"Garrett Schilling","Rockies","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.72","5.41","4.60","6.74","0.0","0.0","999.0","sa3004770"
"Eury Ramos","Cubs","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.86","5.04","6.16","6.75","0.0","0.0","999.0","sa873729"
"Brenan Hanifee","Orioles","0","0","6.62","0","0","0","1.0","1","1","0","0","1","1.78","3.91","4.79","6.75","0.0","0.0","999.0","sa917973"
"Johan Dominguez","White Sox","0","0","6.62","0","0","0","1.0","1","1","0","1","1","1.75","5.78","5.28","6.75","0.0","0.0","999.0","sa916727"
"Dallas Litscher","Orioles","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.77","5.67","5.51","6.75","0.0","0.0","999.0","sa3006830"
"Andrew Jordan","Reds","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.80","5.33","5.46","6.76","0.0","0.0","999.0","sa875613"
"Stephen Ridings","Royals","0","0","6.70","0","0","0","1.0","1","1","0","1","1","1.86","5.85","6.65","6.76","0.0","0.0","999.0","sa918119"
"Manuel Silva","","0","0","6.38","0","0","0","1.0","1","1","0","1","1","1.79","5.58","5.96","6.76","0.0","0.0","999.0","sa917865"
"Greg Jacknewitz","","0","0","6.61","0","0","0","1.0","1","1","0","1","1","1.80","4.89","5.47","6.77","0.0","0.0","999.0","sa3004705"
"Lyon Richardson","Reds","0","0","6.77","0","0","0","1.0","1","1","0","1","1","1.76","5.18","5.01","6.77","0.0","0.0","999.0","sa3007727"
"Luis De La Rosa","Royals","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.87","5.04","6.31","6.77","0.0","0.0","999.0","sa3009778"
"Oscar Verdugo","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.77","4.60","4.86","6.78","0.0","0.0","999.0","sa504951"
"Nelson Hernandez","Brewers","0","0","6.78","0","0","0","1.0","1","1","0","0","1","1.77","4.42","4.69","6.78","0.0","0.0","999.0","sa828823"
"Jeffri Ocando","","0","0","6.72","0","0","0","1.0","1","1","0","0","1","1.82","3.82","5.10","6.78","0.0","0.0","999.0","sa923379"
"Gray Fenter","","0","0","6.59","0","0","0","1.0","1","1","0","1","1","1.80","6.40","6.21","6.78","0.0","0.0","999.0","sa875233"
"Logan Longwith","","0","0","6.98","0","0","0","1.0","1","1","0","1","1","1.79","4.57","4.74","6.78","0.0","0.0","999.0","sa875267"
"Carlos Gomez","Yankees","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.76","6.06","5.39","6.79","0.0","0.0","999.0","sa3006699"
"Carlos Vargas","Indians","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.84","4.97","5.79","6.79","0.0","0.0","999.0","sa3007467"
"Hector Galvan","","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.80","4.82","5.38","6.79","0.0","0.0","999.0","sa737570"
"Elio Silva","","0","0","6.62","0","0","0","1.0","1","1","0","0","1","1.83","4.38","5.52","6.79","0.0","0.0","999.0","sa872820"
"Jean Casanova","Rangers","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.81","5.08","5.62","6.79","0.0","0.0","999.0","sa918959"
"Jose Marrujo","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.79","4.55","5.06","6.79","0.0","0.0","999.0","sa546533"
"Aldry Acosta","","0","0","6.53","0","0","0","1.0","1","1","0","1","1","1.85","4.55","6.08","6.80","0.0","0.0","999.0","sa3002794"
"Edgar Osuna","","0","0","6.60","0","0","0","1.0","1","1","0","0","0","1.73","4.09","4.41","6.80","0.0","0.0","999.0","sa328973"
"Tomas Alastre","Nationals","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.82","4.90","5.78","6.80","0.0","0.0","999.0","sa873529"
"Josias De Los Santos","Mariners","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.75","4.92","5.05","6.80","0.0","0.0","999.0","sa3006508"
"Jio Orozco","Yankees","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.74","5.48","5.07","6.81","0.0","0.0","999.0","sa875701"
"Bryce Conley","Athletics","0","0","6.58","0","0","0","1.0","1","1","0","1","1","1.79","5.96","6.26","6.81","0.0","0.0","999.0","sa3004704"
"Juan Diaz","","0","0","6.64","0","0","0","1.0","1","1","0","1","1","1.84","4.59","5.72","6.81","0.0","0.0","999.0","sa3003065"
"Justin Bullock","Brewers","0","0","6.81","0","0","0","1.0","1","1","0","1","1","1.86","5.55","6.09","6.81","0.0","0.0","999.0","sa3005213"
"Braxton Ashcraft","Pirates","0","0","6.95","0","0","0","1.0","1","1","0","0","1","1.90","4.38","5.90","6.81","0.0","0.0","999.0","sa3008470"
"Casey Meisner","","0","0","6.64","0","0","0","1.0","1","1","0","1","0","1.65","5.61","4.36","6.81","0.0","0.0","999.0","sa737630"
"Domenick Carlini","","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.80","4.74","5.27","6.81","0.0","0.0","999.0","sa918467"
"Hugh Smith","Tigers","0","0","6.85","0","0","0","1.0","1","1","0","1","1","1.80","5.31","5.43","6.82","0.0","0.0","999.0","sa3008669"
"Jose Conopoima","Phillies","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.82","4.85","5.66","6.82","0.0","0.0","999.0","sa3003134"
"Freicer Perez","Yankees","0","0","6.63","0","0","0","1.0","1","1","0","1","1","1.76","5.88","5.41","6.82","0.0","0.0","999.0","sa873207"
"Peyton Remy","Cubs","0","0","6.72","0","0","0","1.0","1","1","0","1","1","1.82","5.46","5.99","6.82","0.0","0.0","999.0","sa3005302"
"Reese Olson","Brewers","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.88","5.06","6.16","6.82","0.0","0.0","999.0","sa3008513"
"Miguel Rondon","Padres","0","0","6.75","0","0","0","1.0","1","1","0","1","1","1.90","4.92","6.51","6.83","0.0","0.0","999.0","sa3006068"
"Jesus Valles","Pirates","0","0","6.98","0","0","0","1.0","1","1","0","0","1","1.83","3.98","4.98","6.83","0.0","0.0","999.0","sa3005866"
"Janser Lara","","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.83","5.71","6.16","6.83","0.0","0.0","999.0","sa917460"
"Yasel Santana","Red Sox","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.83","5.25","5.81","6.83","0.0","0.0","999.0","sa3005075"
"Austin Orewiler","","0","0","6.76","0","0","0","1.0","1","1","0","0","1","1.75","4.39","4.73","6.83","0.0","0.0","999.0","sa875673"
"Carter Love","","0","0","6.79","0","0","0","1.0","1","1","0","1","1","1.80","4.84","5.23","6.83","0.0","0.0","999.0","sa3007625"
"Alec Marsh","Royals","0","0","6.86","0","0","0","1.0","1","1","0","1","1","1.85","4.51","5.81","6.83","0.0","0.0","999.0","sa1159950"
"Robinson Lopez","","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.76","4.64","4.74","6.84","0.0","0.0","999.0","sa503963"
"Hector Guance","","0","0","6.73","0","0","0","1.0","1","1","0","1","1","1.93","4.92","6.76","6.84","0.0","0.0","999.0","sa828746"
"Eddy Yean","Nationals","0","0","6.78","0","0","0","1.0","1","1","0","0","1","1.91","4.46","6.38","6.85","0.0","0.0","999.0","sa3006543"
"Israiky Berroa","Dodgers","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.87","4.65","6.24","6.85","0.0","0.0","999.0","sa3006515"
"Tyler Vail","","0","0","6.82","0","0","0","1.0","1","1","0","1","1","1.83","4.57","5.46","6.85","0.0","0.0","999.0","sa549653"
"Scott Politz","","0","0","6.85","0","0","0","1.0","1","1","0","0","1","1.86","4.23","5.58","6.85","0.0","0.0","999.0","sa3010377"
"Garrett Davila","Royals","0","0","6.68","0","0","0","1.0","1","1","0","1","1","1.86","4.65","6.15","6.85","0.0","0.0","999.0","sa875052"
"Michael Suarez","","0","0","6.66","0","0","0","1.0","1","1","0","1","1","1.89","4.93","6.39","6.85","0.0","0.0","999.0","sa735869"
"Noah Murdock","Royals","0","0","6.84","0","0","0","1.0","1","1","0","1","1","1.93","4.58","6.61","6.85","0.0","0.0","999.0","sa919012"
"Lisandro Santos","Braves","0","0","6.52","0","0","0","1.0","1","1","0","1","1","1.99","4.76","7.49","6.85","0.0","0.0","999.0","sa945728"
"Cruz Noriega","Royals","0","0","6.83","0","0","0","1.0","1","1","0","0","1","1.95","3.98","6.53","6.85","0.0","0.0","999.0","sa3005702"
"R.J. Freure","Astros","0","0","6.77","0","0","0","1.0","1","1","0","1","1","1.86","6.65","6.79","6.86","0.0","0.0","999.0","sa3008159"
"Tyler Beardsley","","0","0","6.89","0","0","0","1.0","1","1","0","0","1","1.76","4.23","4.52","6.86","0.0","0.0","999.0","sa918348"
"Rafael Gomez","","0","0","6.83","0","0","0","1.0","1","1","0","0","1","1.87","3.90","5.57","6.86","0.0","0.0","999.0","sa923902"
"Will Gaddis","Rockies","0","0","7.05","0","0","0","1.0","1","1","0","0","0","1.78","3.65","4.25","6.86","0.0","0.0","999.0","sa829731"
"Osman Gutierrez","","0","0","6.76","0","0","0","1.0","1","1","0","1","1","1.84","5.30","6.06","6.87","0.0","0.0","999.0","sa657808"
"Emmy Morel","Rangers","0","0","6.71","0","0","0","1.0","1","1","0","1","1","1.87","4.59","6.01","6.87","0.0","0.0","999.0","sa3006171"
"Anderson Munoz","Yankees","0","0","6.65","0","0","0","1.0","1","1","0","1","1","1.85","5.99","6.36","6.87","0.0","0.0","999.0","sa3007840"
"Jhon De Jesus","Reds","0","0","6.88","0","0","0","1.0","1","1","0","1","1","1.84","4.51","5.44","6.87","0.0","0.0","999.0","sa877525"
"Cesilio Pimentel","","0","0","6.68","0","0","0","1.0","1","1","0","0","1","1.85","3.94","5.58","6.87","0.0","0.0","999.0","sa603201"
"Matt Gunter","","0","0","6.74","0","0","0","1.0","1","1","0","1","1","1.78","5.02","5.21","6.87","0.0","0.0","999.0","sa3004229"
"Daniel Vitriago","Royals","0","0","6.67","0","0","0","1.0","1","1","0","1","1","1.95","4.93","7.19","6.87","0.0","0.0","999.0","sa3006586"
"Dennis Herrera","Athletics","0","0","6.56","0","0","0","1.0","1","1","0","0","1","1.97","4.39","7.18","6.87","0.0","0.0","999.0","sa916706"
"David Fischer","","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.80","5.82","5.75","6.87","0.0","0.0","999.0","sa526385"
"Carlos Duran","Dodgers","0","0","6.69","0","0","0","1.0","1","1","0","0","1","1.86","4.31","5.98","6.87","0.0","0.0","999.0","sa3006404"
"Cole Ragans","Rangers","0","0","6.69","0","0","0","1.0","1","1","0","1","1","1.92","5.91","7.16","6.88","0.0","0.0","999.0","sa917938"
"Tom de Blok","","0","0","6.84","0","0","0","1.0","1","1","0","1","0","1.72","4.89","4.50","6.88","0.0","0.0","999.0","sa971762"
"Andrew Cabezas","Twins","0","0","6.90","0","0","0","1.0","1","1","0","1","1","1.80","4.70","5.15","6.89","0.0","0.0","999.0","sa3007461"
"Justin Friedman","","0","0","6.83","0","0","0","1.0","1","1","0","1","1","1.90","4.85","6.15","6.89","0.0","0.0","999.0","sa3010123"
