"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Francisco Liriano","Pirates","2","2","1","9","4.22","0","38","38.0","36","18","4","39","18","1.41","9.19","4.31","4.19","0.1","3201"
"Michael Lorenzen","Reds","2","2","1","10","4.07","0","41","41.0","40","18","5","35","16","1.37","7.73","3.50","4.19","0.1","14843"
"Parker Markel","Mariners","0","0","0","0","4.06","0","7","7.0","6","3","1","7","3","1.36","9.93","4.29","4.19","0.0","12106"
"Erick Fedde","Nationals","3","3","0","2","4.34","7","27","58.0","60","28","7","50","21","1.39","7.72","3.19","4.19","0.5","17425"
"Sam Wolff","Giants","0","0","0","0","4.05","0","3","3.0","3","2","0","4","2","1.35","9.67","4.30","4.19","0.0","sa503437"
"Justin Anderson","Angels","2","2","0","7","4.03","0","37","37.0","33","17","4","41","21","1.42","9.89","4.96","4.20","0.1","16201"
"Anthony Bass","Mariners","1","1","0","6","4.23","0","30","30.0","30","14","4","26","11","1.36","7.98","3.21","4.21","0.1","7982"
"Trevor Williams","Pirates","5","6","0","0","4.26","16","16","88.0","91","42","10","70","28","1.34","7.10","2.83","4.21","1.1","16977"
"Yadier Alvarez","Dodgers","0","0","0","1","3.96","0","3","3.0","3","1","0","4","2","1.43","9.68","4.96","4.21","0.0","sa868984"
"Richard Rodriguez","Pirates","1","1","0","2","4.31","0","24","24.0","23","12","4","26","8","1.30","9.70","3.15","4.21","0.0","13549"
"Victor Arano","Phillies","0","0","0","1","4.18","0","7","7.0","6","3","1","7","2","1.29","9.61","3.24","4.21","0.0","15915"
"Adam Conley","Marlins","2","3","4","9","4.04","0","45","45.0","42","20","5","42","18","1.35","8.37","3.62","4.22","0.0","14457"
"Jimmy Nelson","Brewers","3","3","0","0","4.33","9","9","50.0","48","24","7","49","18","1.33","8.83","3.27","4.22","0.6","10547"
"Kevin Quackenbush","Dodgers","1","1","0","1","4.18","0","13","13.0","13","6","2","14","5","1.29","9.13","3.08","4.22","0.0","12360"
"Matt Grace","Nationals","1","1","1","9","4.28","0","34","34.0","36","16","4","26","11","1.39","6.86","2.97","4.23","0.0","11449"
"Jared Hughes","Reds","2","2","1","11","4.00","0","41","41.0","41","18","4","31","15","1.38","6.75","3.29","4.23","0.1","9325"
"Jon Lester","Cubs","8","7","0","0","4.20","21","21","121.0","121","57","17","110","39","1.31","8.13","2.87","4.23","1.4","4930"
"Brandon Kintzler","Cubs","1","1","0","6","4.18","0","31","31.0","32","14","4","24","10","1.36","6.94","2.83","4.23","0.0","9939"
"Jose Quijada","Marlins","1","2","0","4","4.10","0","24","24.0","21","11","2","26","14","1.45","9.54","5.13","4.23","0.0","19200"
"Yusei Kikuchi","Mariners","6","6","0","0","4.16","19","19","109.0","106","51","15","101","39","1.33","8.33","3.20","4.24","1.4","20633"
"Tyler Webb","Cardinals","1","1","0","1","4.12","0","17","17.0","16","8","2","17","7","1.35","9.10","3.72","4.24","0.0","14974"
"Kyle Gibson","Twins","8","8","0","0","4.27","22","22","130.0","131","62","17","116","46","1.37","8.03","3.20","4.24","1.7","10123"
"Ian Gibaut","Rays","1","1","0","0","4.09","0","14","14.0","12","6","2","15","7","1.36","9.96","4.32","4.24","0.0","sa857671"
"Brent Honeywell","Rays","3","3","0","0","4.20","9","9","51.0","47","24","8","53","17","1.25","9.27","2.96","4.24","0.5","sa828706"
"Zack Godley","Diamondbacks","5","6","0","3","4.36","11","38","90.0","89","44","11","87","39","1.42","8.70","3.88","4.24","0.6","14862"
"Mike Montgomery","Cubs","2","2","1","12","4.10","1","42","48.0","48","22","5","37","18","1.37","7.10","3.31","4.25","0.1","4869"
"Riley Ferrell","Marlins","0","1","0","1","4.07","0","10","10.0","9","5","1","11","5","1.42","9.32","4.70","4.25","0.0","sa874967"
"James Bourque","Nationals","0","0","0","1","4.14","0","3","3.0","3","2","0","3","2","1.40","9.05","4.24","4.25","0.0","16668"
"Travis Bergen","Giants","1","1","0","0","4.16","0","10","10.0","10","5","1","10","4","1.37","8.66","3.94","4.25","0.0","18581"
"Jordan Lyles","Pirates","6","7","0","0","4.51","20","20","117.0","120","58","15","103","42","1.39","7.93","3.22","4.26","1.2","7593"
"Zach Duke","Reds","2","2","0","3","4.11","0","27","27.0","26","12","3","25","13","1.44","8.35","4.37","4.26","0.0","3840"
"Nick Pivetta","Phillies","4","4","0","0","4.45","11","11","63.0","61","31","10","68","22","1.32","9.67","3.20","4.26","0.7","15454"
"Edubray Ramos","Phillies","1","1","0","2","4.34","0","20","20.0","20","10","3","20","8","1.35","8.77","3.43","4.26","0.0","16086"
"Jesse Hahn","Royals","0","0","0","0","4.21","0","7","7.0","7","3","1","5","2","1.37","7.25","3.16","4.26","0.0","13287"
"Jose Suarez","Reds","0","0","0","0","4.15","7","7","38.0","36","18","6","37","13","1.27","8.72","2.98","4.26","0.4","sa597426"
"Kyle Ryan","Cubs","1","1","0","2","4.13","0","21","21.0","20","9","2","18","9","1.43","8.03","4.14","4.27","0.0","11753"
"Ryan Buchter","Athletics","2","1","0","7","4.01","0","33","33.0","28","15","4","36","16","1.33","9.72","4.28","4.27","0.1","9456"
"Chasen Shreve","Cardinals","0","0","0","1","4.09","0","7","7.0","6","3","1","8","3","1.38","9.94","4.47","4.27","0.0","10855"
"Matt Wisler","Padres","1","1","0","0","4.39","0","22","22.0","23","11","4","20","6","1.27","8.10","2.24","4.27","0.0","12804"
"Koda Glover","Nationals","0","0","0","1","4.22","0","10","10.0","10","5","1","10","4","1.38","8.63","3.77","4.27","0.0","17695"
"John Axford","Blue Jays","0","0","0","0","4.28","0","3","3.0","3","2","0","3","2","1.41","9.02","4.12","4.27","0.0","9059"
"Kyle Keller","Marlins","0","0","0","1","4.09","0","7","7.0","6","3","1","7","4","1.39","9.61","4.57","4.27","0.0","sa875759"
"Evan Marshall","White Sox","1","2","1","8","4.21","0","41","41.0","42","19","5","34","16","1.42","7.46","3.48","4.27","0.1","12297"
"Adam Cimber","Indians","3","3","3","9","4.23","0","48","48.0","50","22","6","36","12","1.32","6.87","2.37","4.27","0.1","15288"
"Richard Bleier","Orioles","2","2","3","7","4.12","0","44","44.0","50","20","4","23","10","1.36","4.67","2.02","4.27","0.2","7803"
"Cody Reed","Reds","1","1","0","0","4.25","0","20","20.0","19","10","3","21","9","1.38","9.43","3.80","4.28","0.0","15232"
"Adam Warren","Padres","2","2","1","9","4.23","0","40","40.0","39","19","5","39","16","1.36","8.61","3.55","4.28","0.0","9029"
"Dominic Leone","Cardinals","1","1","0","6","4.39","0","27","27.0","26","13","4","29","12","1.38","9.48","3.84","4.28","0.0","13763"
"Kyle Barraclough","Nationals","2","2","3","10","4.25","0","44","44.0","38","21","5","49","26","1.46","10.14","5.29","4.28","0.1","13713"
"Matthew Boyd","Tigers","7","8","0","0","4.32","21","21","123.0","119","59","19","120","37","1.27","8.77","2.73","4.28","1.7","15440"
"Blaine Hardy","Tigers","2","2","0","7","4.28","0","38","38.0","39","18","5","30","11","1.32","7.14","2.58","4.29","0.1","6499"
"Dennis Santana","Dodgers","0","0","0","0","4.25","1","1","6.0","6","3","1","6","3","1.37","9.10","3.88","4.29","0.0","17878"
"Wes Parsons","Braves","1","1","0","1","4.32","0","13","13.0","13","6","2","12","5","1.41","7.98","3.58","4.29","0.0","14764"
"Mike Minor","Rangers","8","8","0","0","4.35","22","22","132.0","129","64","20","123","40","1.28","8.38","2.74","4.29","2.0","10021"
"Paul Fry","Orioles","2","2","1","8","4.21","0","40","40.0","39","19","4","38","19","1.43","8.50","4.25","4.29","0.1","15832"
"Tyler Clippard","Indians","2","2","1","11","4.23","0","41","41.0","36","19","7","46","16","1.28","10.26","3.55","4.29","0.2","5640"
"Jeff Brigham","Marlins","0","0","0","1","4.19","0","7","7.0","6","3","1","7","3","1.30","9.01","3.45","4.29","0.0","16631"
"Alex Wood","Reds","3","3","0","0","4.23","10","10","56.0","56","26","8","51","20","1.36","8.13","3.18","4.29","0.6","13781"
"Gio Gonzalez","Brewers","6","7","0","0","4.36","18","18","106.0","105","51","13","95","44","1.41","8.11","3.74","4.30","1.0","7448"
"Alex Reyes","Cardinals","2","2","0","4","4.21","3","27","43.0","38","20","5","47","25","1.47","9.89","5.27","4.30","0.1","15015"
"Steven Matz","Mets","6","6","0","0","4.22","18","18","102.0","101","48","15","99","35","1.33","8.72","3.10","4.30","0.9","13361"
"Sal Romano","Reds","0","1","0","0","4.27","0","10","10.0","10","5","1","9","3","1.33","8.18","2.97","4.30","0.0","13690"
"Rick Porcello","Red Sox","8","7","0","0","4.54","21","21","122.0","128","61","19","110","31","1.31","8.17","2.29","4.30","1.3","2717"
"Ryan Weber","Red Sox","3","3","0","0","4.45","5","22","48.0","55","24","6","30","10","1.35","5.59","1.86","4.30","0.4","10160"
"Connor Sadzeck","Mariners","2","2","1","8","4.15","0","36","36.0","32","17","4","38","19","1.42","9.52","4.80","4.31","0.1","13483"
"Cory Gearrin","Mariners","2","2","3","8","4.23","0","40","40.0","37","19","5","39","18","1.39","8.85","4.10","4.31","0.1","7947"
"Juan Minaya","White Sox","1","1","0","0","4.28","0","24","24.0","22","11","3","25","12","1.41","9.48","4.52","4.31","0.0","10341"
"Tayron Guerrero","Marlins","2","2","1","9","4.20","0","38","38.0","33","18","5","44","22","1.46","10.50","5.26","4.31","-0.1","11691"
"Josh Taylor","Red Sox","0","0","0","0","4.17","0","3","3.0","3","2","0","3","1","1.39","8.45","3.90","4.32","0.0","sa842224"
"Jesse Biddle","Mariners","1","1","0","5","4.14","0","26","26.0","24","12","3","27","14","1.43","9.08","4.62","4.32","0.0","11437"
"Chris Bassitt","Athletics","6","6","0","0","4.24","14","31","98.0","95","46","12","91","39","1.36","8.32","3.56","4.32","1.0","12304"
"Clay Holmes","Pirates","1","1","0","1","4.33","0","17","17.0","17","8","2","16","9","1.52","8.37","4.94","4.32","0.0","13649"
"Marco Gonzales","Mariners","7","8","0","0","4.41","20","20","116.0","126","57","16","89","30","1.35","6.90","2.36","4.33","1.3","15467"
"Tim Hill","Royals","1","1","0","0","4.27","0","17","17.0","17","8","2","14","7","1.42","7.61","3.67","4.33","0.0","16814"
"Hansel Robles","Angels","2","2","3","11","4.18","0","44","44.0","40","21","6","46","19","1.35","9.31","3.90","4.33","0.1","11801"
"Taijuan Walker","Diamondbacks","1","1","0","0","4.47","3","3","18.0","18","9","3","17","6","1.35","8.49","3.12","4.34","0.2","11836"
"Chris Rusin","Rockies","1","1","0","1","4.38","0","14","14.0","15","7","2","11","5","1.42","7.49","3.19","4.34","0.0","9895"
"Martin Perez","Twins","6","7","0","0","4.50","19","19","108.0","115","54","12","81","40","1.44","6.75","3.33","4.34","1.3","6902"
"David Paulino","Blue Jays","0","0","0","0","4.37","0","10","10.0","10","5","2","10","3","1.28","9.30","3.04","4.35","0.0","17418"
"Fernando Rodney","Athletics","1","1","0","0","4.26","0","13","13.0","12","6","1","13","7","1.45","8.82","4.72","4.35","0.0","494"
"Austin Brice","Marlins","1","1","0","1","4.18","0","17","17.0","17","8","2","15","7","1.36","7.98","3.51","4.35","0.0","17237"
"Ryan Helsley","Cardinals","1","1","0","1","4.32","0","10","10.0","9","5","1","11","5","1.41","9.34","4.35","4.35","0.0","18138"
"Bryan Mitchell","Padres","0","0","0","0","4.27","0","2","2.0","2","1","0","2","1","1.41","7.57","3.64","4.36","0.0","11479"
"Keynan Middleton","Angels","1","1","0","0","4.16","0","14","14.0","12","6","2","14","6","1.33","9.50","4.04","4.36","0.0","15264"
"Carlos Estevez","Rockies","2","2","1","9","4.55","0","38","38.0","36","19","6","41","16","1.38","9.81","3.79","4.37","0.1","14542"
"Lance Lynn","Rangers","8","8","0","0","4.36","21","21","121.0","122","59","16","112","51","1.43","8.36","3.77","4.37","1.6","2520"
"Matt Ramsey","Angels","0","0","0","0","4.35","0","7","7.0","7","3","1","7","3","1.40","8.65","3.96","4.37","0.0","14460"
"Jonathan Loaisiga","Yankees","2","2","0","0","4.47","4","4","26.0","25","13","4","25","8","1.32","8.83","2.95","4.37","0.3","19753"
"Wilmer Font","Mets","1","1","0","0","4.27","1","15","20.0","19","9","3","20","7","1.29","9.11","3.10","4.38","0.0","5257"
"Kelvin Herrera","White Sox","2","3","3","8","4.38","0","44","44.0","44","21","7","42","15","1.34","8.49","3.08","4.38","0.2","6033"
"Tyler Kinley","Marlins","1","2","0","7","4.34","0","31","31.0","28","15","4","34","18","1.49","9.79","5.22","4.38","-0.1","18297"
"Hunter Strickland","Mariners","1","1","1","4","4.30","0","17","17.0","16","8","2","15","6","1.36","8.12","3.53","4.38","0.0","7836"
"Mike Mayers","Cardinals","1","1","0","1","4.39","0","14","14.0","14","7","2","12","5","1.37","8.28","3.35","4.39","0.0","15451"
"Tanner Roark","Reds","7","8","0","0","4.40","21","21","122.0","120","60","17","111","43","1.34","8.21","3.17","4.39","1.4","8753"
"Danny Duffy","Royals","7","8","0","0","4.45","21","21","122.0","124","60","17","105","42","1.36","7.77","3.09","4.39","1.2","3542"
"Mike Morin","Twins","1","1","0","2","4.49","0","24","24.0","25","12","3","19","6","1.33","7.29","2.43","4.39","0.0","13442"
"Junior Guerra","Brewers","2","2","3","9","4.31","0","43","43.0","41","21","6","43","17","1.35","8.92","3.60","4.39","0.0","5702"
"Jake McGee","Rockies","1","1","0","4","4.56","0","27","27.0","28","14","4","26","9","1.34","8.46","2.89","4.40","0.0","7550"
"Logan Allen","Padres","5","5","0","0","4.20","14","14","81.0","75","38","11","80","36","1.38","8.95","4.04","4.40","0.6","sa875192"
"Trevor Richards","Marlins","5","7","0","0","4.40","19","19","108.0","106","53","15","102","42","1.37","8.48","3.50","4.40","0.8","19309"
"Jake Odorizzi","Twins","8","7","0","0","4.42","21","21","121.0","115","60","19","119","46","1.32","8.86","3.40","4.41","1.6","6397"
"Derian Gonzalez","Cardinals","0","0","0","1","4.28","0","7","7.0","7","3","1","6","3","1.45","8.21","4.36","4.41","0.0","sa737568"
"Andrew Suarez","Giants","3","5","0","0","4.47","12","12","67.0","72","33","9","55","22","1.38","7.31","2.88","4.41","0.3","18300"
"Yusmeiro Petit","Athletics","2","2","1","9","4.42","0","40","40.0","41","20","7","33","10","1.27","7.53","2.18","4.41","0.0","4020"
"Chad Sobotka","Braves","1","1","0","1","4.32","0","23","23.0","20","11","3","27","15","1.50","10.48","5.67","4.41","0.0","17470"
"Yonny Chirinos","Rays","8","9","0","5","4.37","19","57","148.0","156","72","23","119","36","1.29","7.20","2.17","4.41","1.0","16401"
"Reymin Guduan","Astros","0","0","0","0","4.33","0","7","7.0","6","3","1","7","4","1.50","9.88","5.26","4.41","0.0","13058"
"Jakob Junis","Royals","6","8","0","0","4.51","20","20","115.0","119","58","18","103","31","1.30","8.04","2.43","4.42","1.0","13619"
"Ryan Dull","Athletics","1","1","0","2","4.36","0","20","20.0","19","10","3","20","6","1.27","8.84","2.86","4.42","0.0","13974"
"Brett Anderson","Athletics","5","6","0","0","4.49","15","15","88.0","100","44","10","54","27","1.45","5.53","2.80","4.42","0.8","8223"
"Jesse Chavez","Rangers","2","2","1","9","4.45","0","38","38.0","39","19","6","35","11","1.33","8.22","2.70","4.42","0.1","5448"
"Ian Hamilton","White Sox","1","1","0","2","4.29","0","27","27.0","26","13","4","27","11","1.36","8.84","3.74","4.42","0.0","19261"
"Mike Foltynewicz","Braves","7","7","0","0","4.44","19","19","110.0","107","54","17","108","39","1.33","8.87","3.22","4.42","0.9","10811"
"Ryan Yarbrough","Rays","6","7","0","0","4.36","11","42","96.0","98","46","14","80","30","1.33","7.54","2.80","4.42","0.6","16502"
"Vidal Nuno","Nationals","0","0","0","1","4.33","0","3","3.0","3","2","1","3","1","1.31","8.57","2.97","4.42","0.0","9674"
"Pat Neshek","Phillies","2","2","0","7","4.39","0","30","30.0","31","15","5","25","6","1.23","7.53","1.78","4.43","0.0","4682"
"Adam Wainwright","Cardinals","6","6","0","0","4.57","16","16","93.0","99","47","12","77","35","1.43","7.41","3.33","4.43","0.8","2233"
"Eduardo Jimenez","","0","0","0","0","4.44","0","10","10.0","10","5","2","11","5","1.37","9.57","4.00","4.44","0.0","sa3001404"
"Stetson Allie","Dodgers","0","0","0","0","4.44","0","7","7.0","6","3","1","7","3","1.37","9.57","4.00","4.44","0.0","sa548192"
"Jacob Webb","Pirates","0","0","0","0","4.44","0","40","40.0","37","20","6","43","18","1.37","9.57","4.00","4.44","-0.1","sa3004799"
"Shawn Armstrong","Orioles","2","2","0","6","4.31","0","34","34.0","30","16","5","36","17","1.41","9.61","4.53","4.44","0.1","12857"
"Daniel Stumpf","Tigers","2","2","1","8","4.47","0","41","41.0","41","20","6","38","16","1.39","8.23","3.52","4.44","0.1","13780"
"Roenis Elias","Mariners","2","3","18","4","4.36","0","43","43.0","42","21","6","38","18","1.39","7.97","3.71","4.44","0.1","12673"
"Eric Lauer","Padres","5","7","0","0","4.42","17","17","99.0","101","49","14","89","37","1.39","8.12","3.34","4.44","0.7","19316"
"Jake Arrieta","Phillies","7","7","0","0","4.35","20","20","113.0","111","55","16","102","41","1.34","8.06","3.25","4.45","1.0","4153"
"Eric Hanhold","Mets","0","0","0","0","4.35","0","7","7.0","7","3","1","6","3","1.44","7.77","3.98","4.45","0.0","18332"
"Buck Farmer","Tigers","2","3","1","10","4.39","0","41","41.0","41","20","6","39","17","1.40","8.45","3.77","4.45","0.0","14814"
"Dean Deetz","Astros","0","0","0","0","4.28","0","3","3.0","3","2","0","4","2","1.43","10.57","5.22","4.45","0.0","16687"
"Shaun Anderson","Giants","4","6","0","0","4.48","15","15","89.0","94","44","12","69","28","1.37","6.98","2.83","4.45","0.5","19453"
"Fernando Romero","Twins","2","2","0","7","4.45","0","34","34.0","35","17","4","28","12","1.39","7.39","3.20","4.45","0.0","15885"
"Adam McCreery","Dodgers","0","0","0","1","4.04","0","7","7.0","6","3","1","7","4","1.51","9.06","5.45","4.45","0.0","19550"
"J.A. Happ","Yankees","7","7","0","0","4.36","20","20","112.0","110","54","19","105","34","1.28","8.44","2.74","4.46","1.5","7410"
"Justin Miller","Nationals","1","1","0","1","4.46","0","13","13.0","13","7","2","14","5","1.30","9.22","3.02","4.46","0.0","8580"
"Scott Barlow","Royals","1","2","1","9","4.50","0","34","34.0","32","17","5","37","16","1.40","9.83","4.18","4.46","-0.1","14993"
"Domingo German","Yankees","6","6","0","0","4.58","18","21","105.0","102","54","18","109","37","1.32","9.30","3.14","4.46","1.3","17149"
"Ty Blach","Giants","1","1","0","0","4.53","1","8","13.0","15","7","2","8","4","1.41","5.46","2.72","4.46","0.0","14361"
"JT Brubaker","Pirates","1","1","0","1","4.52","2","6","16.0","17","8","2","14","6","1.41","7.46","3.34","4.46","0.1","sa875176"
"Cody Allen","Angels","2","2","4","10","4.41","0","41","41.0","36","20","6","46","20","1.37","10.17","4.37","4.47","0.0","12183"
"Mitch Keller","Pirates","3","4","0","0","4.54","10","10","57.0","57","29","8","54","25","1.43","8.41","3.92","4.47","0.5","sa828700"
"Ian Kennedy","Royals","2","2","20","0","4.46","0","41","41.0","40","20","7","39","12","1.28","8.52","2.66","4.47","0.0","6986"
"Drew Pomeranz","Giants","5","6","0","0","4.42","14","14","83.0","79","41","11","81","40","1.43","8.82","4.31","4.47","0.4","11426"
"Nathan Karns","Orioles","0","1","0","0","4.61","0","10","10.0","10","5","2","10","4","1.39","8.98","3.59","4.47","0.0","12638"
"Joe Biagini","Blue Jays","2","3","3","9","4.71","0","44","44.0","47","23","6","35","15","1.40","7.28","3.00","4.48","0.0","13194"
"Anibal Sanchez","Nationals","5","6","0","0","4.89","16","16","95.0","96","52","15","91","36","1.40","8.64","3.45","4.48","0.8","3284"
"Spencer Turnbull","Tigers","6","7","0","0","4.59","19","19","109.0","109","55","13","95","46","1.43","7.88","3.84","4.48","1.1","16207"
"Jerry Blevins","Braves","1","1","0","3","4.41","0","27","27.0","26","13","4","28","13","1.45","9.47","4.42","4.48","0.0","7841"
"Stephen Tarpley","Yankees","1","1","0","0","4.26","0","20","20.0","19","10","2","19","11","1.51","8.39","5.02","4.48","0.0","15859"
"Nick Gardewine","Rangers","0","0","0","1","4.40","0","7","7.0","7","3","1","7","3","1.42","8.91","4.30","4.48","0.0","16513"
"Jacob Rhame","Mets","0","1","0","0","4.52","0","10","10.0","10","5","2","11","4","1.34","9.70","3.56","4.49","0.0","15267"
"Sam Freeman","Angels","0","0","0","0","4.19","0","7","7.0","6","3","1","7","4","1.50","8.80","5.43","4.49","0.0","6832"
"Jesus Luzardo","Athletics","2","2","0","0","4.34","6","6","37.0","36","18","5","33","14","1.35","8.10","3.43","4.49","0.3","sa917981"
"Jackson Stephens","Reds","0","0","0","0","4.38","0","3","3.0","3","2","1","3","1","1.35","8.49","3.41","4.49","0.0","14420"
"Griffin Canning","Angels","5","6","0","0","4.40","15","15","88.0","85","43","12","83","35","1.36","8.54","3.56","4.49","0.8","19867"
"Josh Staumont","Royals","0","1","0","0","4.28","0","10","10.0","8","5","1","13","7","1.51","11.23","6.35","4.50","0.0","sa857581"
"Vince Velasquez","Phillies","4","6","0","0","4.63","13","13","76.0","73","39","13","84","31","1.37","9.94","3.66","4.50","0.7","11189"
"Aaron Wilkerson","Brewers","1","1","0","0","4.54","1","18","23.0","23","12","4","21","8","1.34","8.42","3.08","4.50","0.0","16904"
"Wei-Yin Chen","Marlins","2","3","0","6","4.47","3","31","47.0","48","23","8","41","14","1.32","7.85","2.72","4.51","0.0","13071"
"Ben Heller","Yankees","0","0","0","0","4.36","0","3","3.0","3","2","1","4","2","1.36","9.87","4.17","4.51","0.0","15100"
"Derek Holland","Giants","3","4","0","4","4.44","6","33","59.0","57","29","9","58","25","1.39","8.89","3.78","4.51","0.1","4141"
"Ryan Tepera","Blue Jays","2","2","0","6","4.52","0","34","34.0","32","17","5","33","14","1.37","8.92","3.70","4.52","0.0","10291"
"Adalberto Mejia","Twins","1","1","0","0","4.51","1","15","20.0","20","10","3","17","8","1.40","7.76","3.43","4.52","0.1","13188"
"Luke Bard","Angels","2","2","0","3","4.39","0","34","34.0","33","17","5","33","14","1.36","8.84","3.64","4.53","0.0","14288"
"Kyle Wright","Braves","1","1","0","1","4.60","2","5","16.0","16","8","2","14","7","1.49","7.88","4.17","4.53","0.1","19665"
"Jeff Samardzija","Giants","5","8","0","0","4.74","21","21","120.0","125","63","19","99","36","1.34","7.43","2.67","4.53","0.6","3254"
"Aaron Sanchez","Blue Jays","5","6","0","0","4.51","17","17","100.0","99","50","11","85","49","1.48","7.63","4.43","4.53","0.8","11490"
"Robert Stephenson","Reds","2","2","0","6","4.42","0","31","31.0","27","15","5","38","17","1.43","11.06","5.01","4.53","0.0","13594"
"Geoff Hartlieb","Pirates","1","2","0","1","4.48","0","21","21.0","21","10","2","18","11","1.52","7.74","4.56","4.53","0.0","19558"
"Randy Rosario","Cubs","0","0","0","1","4.51","0","3","3.0","4","2","0","3","2","1.52","6.88","4.31","4.53","0.0","14508"
"Joe Ross","Nationals","2","3","0","8","4.54","2","36","46.0","49","23","7","39","15","1.37","7.57","2.86","4.53","0.1","12972"
"A.J. Puk","Athletics","0","0","0","0","4.39","1","1","6.0","6","3","1","6","3","1.39","8.87","4.12","4.53","0.1","sa738675"
"Austin Gomber","Cardinals","2","2","0","0","4.35","6","6","31.0","29","15","4","29","13","1.37","8.41","3.70","4.53","0.2","16561"
"Josh Tomlin","Braves","1","2","0","13","4.64","0","33","33.0","37","17","6","26","4","1.23","7.03","1.02","4.54","-0.1","9388"
"Cionel Perez","Astros","1","1","0","0","4.37","1","8","13.0","12","6","2","13","6","1.43","8.71","4.31","4.54","0.0","19614"
"Brad Keller","Royals","6","8","0","0","4.58","21","21","123.0","132","63","13","85","51","1.48","6.17","3.75","4.54","0.9","15734"
"Dovydas Neverauskas","Pirates","0","0","0","1","4.62","0","10","10.0","10","5","1","11","6","1.51","9.12","4.99","4.54","0.0","11604"
"Corbin Burnes","Brewers","1","1","0","0","4.51","2","2","13.0","12","6","2","13","5","1.37","9.18","3.65","4.55","0.1","19361"
"Brett Martin","Rangers","1","1","0","4","4.70","0","24","24.0","26","13","3","20","10","1.48","7.29","3.71","4.55","0.0","17369"
"Pat Venditte","Giants","0","0","0","0","4.35","0","7","7.0","6","3","1","7","3","1.40","8.76","4.28","4.55","0.0","7108"
"Brett Cecil","Cardinals","0","0","0","1","4.45","0","7","7.0","7","3","1","6","3","1.42","7.47","3.66","4.55","0.0","2660"
"Luis Cessa","Yankees","2","2","0","4","4.57","1","32","37.0","37","19","6","34","13","1.34","8.37","3.06","4.55","0.1","13345"
"David McKay","Mariners","1","1","0","0","4.52","0","10","10.0","10","5","1","10","4","1.40","8.66","3.85","4.55","0.0","19814"
"Dakota Hudson","Cardinals","5","5","0","1","4.56","12","19","77.0","81","39","8","54","33","1.49","6.30","3.91","4.56","0.4","19206"
"Jeanmar Gomez","Rangers","2","2","0","7","4.66","0","31","31.0","34","16","4","23","11","1.47","6.58","3.32","4.56","0.0","9033"
"Sam Gaviglio","Blue Jays","2","2","1","8","4.78","0","37","37.0","40","20","6","32","9","1.32","7.71","2.16","4.56","-0.1","12778"
"R.J. Alvarez","Marlins","0","0","0","1","4.41","0","7","7.0","6","3","1","7","4","1.43","8.95","4.57","4.56","0.0","13401"
"Tim Peterson","Mets","0","0","0","0","4.52","0","7","7.0","7","3","1","7","2","1.32","9.07","3.12","4.56","0.0","13946"
"Wade Miley","Astros","6","6","0","0","4.64","18","18","104.0","112","54","14","81","37","1.43","7.01","3.19","4.57","0.8","8779"
"Jeffrey Springs","Rangers","1","2","0","6","4.56","0","28","28.0","26","14","4","30","13","1.43","9.65","4.35","4.57","0.0","17677"
"Ruben Alaniz","Mariners","0","0","0","0","4.50","0","7","7.0","6","3","1","7","3","1.45","8.92","4.26","4.57","0.0","10819"
"Michael Wacha","Cardinals","6","7","0","0","4.66","18","18","101.0","104","52","14","87","43","1.45","7.79","3.81","4.57","0.6","14078"
"Javy Guerra","Nationals","1","1","0","1","4.62","0","17","17.0","17","9","2","15","7","1.47","8.28","3.97","4.57","0.0","7407"
"Yimi Garcia","Dodgers","2","2","0","9","4.47","0","37","37.0","37","18","7","36","9","1.25","8.87","2.26","4.58","-0.1","12095"
"Jenrry Mejia","Red Sox","0","0","0","0","4.63","0","3","3.0","3","2","0","3","1","1.40","7.87","3.42","4.58","0.0","8476"
"Yacksel Rios","Phillies","0","0","0","1","4.47","0","3","3.0","3","2","0","4","2","1.41","9.43","4.37","4.58","0.0","15007"
"Bryan Shaw","Rockies","2","2","0","6","4.80","0","31","31.0","33","16","4","27","13","1.50","7.74","3.91","4.58","0.0","8110"
"Shawn Kelley","Rangers","2","2","1","11","4.66","0","38","38.0","38","20","7","38","11","1.29","9.02","2.66","4.58","0.1","7773"
"Zach Davies","Brewers","6","7","0","0","4.65","19","19","113.0","123","58","16","84","36","1.41","6.72","2.84","4.59","0.7","13183"
"Jordan Yamamoto","Marlins","0","0","0","0","4.53","1","1","6.0","6","3","1","5","3","1.39","7.69","3.53","4.59","0.0","sa829040"
"Austen Williams","Nationals","0","0","0","1","4.68","0","3","3.0","3","2","1","3","1","1.41","8.04","3.31","4.59","0.0","16309"
"Zach Eflin","Phillies","7","9","0","0","4.69","20","20","113.0","120","59","19","96","31","1.32","7.59","2.43","4.59","1.0","13774"
"Gabriel Moya","Twins","1","1","0","0","4.38","0","14","14.0","13","7","2","14","6","1.34","9.07","3.75","4.59","0.0","16348"
"Jose Urena","Marlins","6","8","0","0","4.46","19","19","111.0","115","55","15","83","38","1.38","6.72","3.07","4.59","0.6","11589"
"James Norwood","Cubs","0","0","0","1","4.55","0","3","3.0","3","2","0","3","2","1.49","9.06","5.03","4.59","0.0","16440"
