"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"J.P. Crawford","Mariners","51","213","185","42","8","1","4","22","19","23","51","2","2","1",".226",".317",".345",".662",".295","-0.3","0.0","0.6","15491"
"Alex Blandino","Reds","2","10","8","2","0","0","0","1","1","1","2","0","0","0",".227",".313",".354",".667",".295","-0.1","0.0","0.0","16271"
"Chris Davis","Orioles","67","283","246","48","8","0","13","30","35","31","107","3","1","0",".196",".291",".386",".677",".295","0.4","-0.1","-0.1","9272"
"Danny Mendick","White Sox","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".234",".302",".369",".671",".295","0.0","0.0","0.0","sa875320"
"Sam Travis","Red Sox","2","9","9","2","0","0","0","1","1","1","2","0","0","0",".246",".307",".363",".670",".294","0.0","0.0","0.0","16263"
"Delino DeShields","Rangers","55","232","199","46","9","1","3","30","17","27","54","2","13","4",".231",".326",".329",".654",".294","-0.1","1.7","0.4","11379"
"Gorkys Hernandez","Red Sox","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".242",".305",".368",".673",".294","0.0","0.0","0.0","4146"
"Mikie Mahtook","Tigers","5","19","17","4","1","0","1","2","2","1","5","0","0","0",".230",".291",".390",".680",".294","0.0","0.0","0.0","13130"
"Harold Ramirez","Marlins","34","143","133","34","7","0","2","14","13","7","28","2","2","1",".260",".304",".373",".677",".294","-0.2","0.1","0.1","14387"
"Mac Williamson","Giants","5","19","17","4","1","0","1","2","2","2","5","0","0","0",".221",".292",".385",".677",".294","0.1","0.0","0.0","14158"
"Zack Cozart","Angels","62","261","234","54","11","2","7","30","26","21","43","3","1","0",".230",".299",".375",".674",".294","2.8","-0.1","0.8","2616"
"Freddy Galvis","Blue Jays","101","424","392","97","20","2","10","44","44","26","90","2","6","3",".248",".295",".386",".681",".294","0.7","0.3","1.2","6609"
"Troy Stokes Jr.","Brewers","1","5","4","1","0","0","0","0","1","0","1","0","0","0",".217",".293",".380",".673",".294","0.0","0.0","0.0","sa828871"
"Matt Thaiss","Angels","14","57","51","12","2","0","1","6","6","4","12","0","1","0",".239",".302",".370",".672",".294","0.0","0.0","0.0","sa738522"
"Roberto Perez","Indians","66","278","238","50","10","1","8","28","31","32","84","2","1","0",".208",".304",".358",".662",".294","2.0","-0.3","1.5","2900"
"Jared Walsh","Angels","28","119","108","24","6","0","4","13","14","9","38","1","0","0",".227",".288",".391",".679",".294","0.1","0.0","0.0","18607"
"Mallex Smith","Mariners","76","319","285","70","12","4","3","36","23","26","70","3","21","6",".246",".314",".350",".664",".293","-1.8","2.1","0.8","13608"
"Manny Pina","Brewers","16","68","62","15","3","0","2","7","7","4","14","1","0","0",".239",".299",".377",".676",".293","0.7","-0.1","0.3","2829"
"Bradley Zimmer","Indians","14","57","51","11","2","0","1","6","6","5","19","1","2","1",".226",".300",".370",".670",".293","0.3","0.2","0.1","16221"
"Isiah Kiner-Falefa","Rangers","49","204","182","46","9","1","2","21","17","15","35","3","4","2",".251",".317",".345",".662",".293","-0.7","-0.1","-0.4","16512"
"Luis Rengifo","Angels","30","124","111","27","5","1","2","13","11","9","23","1","5","2",".243",".307",".361",".668",".293","-0.5","-0.1","0.2","19858"
"Eli White","Rangers","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".244",".311",".355",".666",".293","0.0","0.0","0.0","sa738478"
"Scott Kingery","Phillies","64","268","249","61","13","1","6","29","27","14","64","3","7","2",".244",".291",".386",".677",".293","0.2","1.0","0.4","17975"
"Joey Wendle","Rays","50","208","192","48","11","2","3","21","21","11","42","3","4","1",".251",".300",".376",".676",".293","1.6","0.3","0.6","13853"
"Ryan Lavarnway","Yankees","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".227",".307",".354",".661",".293","0.0","0.0","0.0","8879"
"Josh Harrison","Tigers","89","374","344","86","18","2","7","40","35","18","66","8","6","3",".249",".298",".375",".673",".293","-0.2","0.6","0.6","8202"
"Cory Spangenberg","Brewers","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".235",".298",".371",".669",".292","0.0","0.0","0.0","12294"
"Jordy Mercer","Tigers","74","312","280","68","15","1","6","30","30","25","56","3","1","1",".244",".311",".371",".682",".292","-2.4","0.0","0.5","6547"
"Taylor Ward","Angels","3","14","13","3","0","0","0","2","1","1","4","0","0","0",".229",".306",".355",".661",".292","-0.1","0.0","0.0","17548"
"Matt Szczur","Diamondbacks","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".233",".309",".353",".662",".292","0.0","0.0","0.0","11255"
"A.J. Reed","Astros","3","14","12","3","0","0","1","2","2","1","5","0","0","0",".207",".288",".385",".673",".292","0.0","0.0","0.0","16246"
"James McCann","White Sox","59","248","228","55","10","0","6","23","26","15","66","2","1","1",".242",".295",".374",".669",".292","1.9","-0.7","0.7","12859"
"Lane Thomas","Cardinals","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".233",".293",".378",".671",".292","0.0","0.0","0.0","16939"
"Dalton Pompey","Blue Jays","3","14","13","3","1","0","0","1","1","1","4","0","0","0",".237",".306",".356",".662",".292","-0.1","0.0","0.0","12797"
"Shed Long","Mariners","11","46","42","10","2","0","1","5","4","4","12","0","1","0",".232",".300",".368",".668",".292","0.0","0.0","0.1","16542"
"Yolmer Sanchez","White Sox","87","366","331","79","16","3","6","37","33","27","82","4","6","3",".239",".301",".366",".667",".292","0.7","-0.1","0.7","11602"
"Patrick Wisdom","Rangers","7","29","26","6","1","0","1","3","3","2","10","0","0","0",".219",".287",".383",".670",".292","0.0","0.0","0.0","13602"
"Andrew Toles","Dodgers","5","20","18","4","1","0","0","2","2","1","4","0","0","0",".248",".292",".385",".676",".292","0.0","0.1","0.0","13414"
"Zack Granite","Rangers","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".263",".314",".348",".663",".292","0.0","0.0","0.0","15343"
"Max Moroff","Indians","1","5","4","1","0","0","0","1","1","1","1","0","0","0",".207",".311",".343",".654",".292","0.0","0.0","0.0","14556"
"Francisco Mejia","Padres","29","121","111","27","6","1","3","12","12","6","25","1","0","0",".242",".290",".385",".675",".292","0.2","0.0","0.2","16403"
"Orlando Arcia","Brewers","100","420","385","96","17","2","9","41","41","29","86","2","8","4",".250",".302",".372",".674",".292","0.0","0.0","0.7","13185"
"Sean Rodriguez","Phillies","15","64","56","11","2","0","2","7","7","6","22","1","0","0",".202",".288",".380",".668",".291","0.0","-0.1","0.0","6589"
"Austin Allen","Padres","10","43","40","9","2","0","1","4","5","3","10","0","0","0",".235",".288",".385",".673",".291","-0.4","0.0","0.1","18083"
"Dee Gordon","Mariners","88","370","347","97","12","4","3","42","27","12","54","4","22","7",".278",".308",".358",".666",".291","-0.8","2.3","0.9","8203"
"Travis d'Arnaud","Rays","19","80","72","17","3","0","2","8","9","6","16","1","0","0",".231",".291",".380",".671",".291","-0.2","-0.1","0.3","7739"
"Austin Hedges","Padres","63","263","242","54","10","1","11","26","33","15","72","3","2","1",".223",".275",".406",".682",".291","1.9","-0.1","1.9","12976"
"Myles Straw","Astros","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".249",".324",".325",".649",".290","0.0","0.0","0.0","17620"
"Nick Dini","Royals","7","30","28","7","1","0","1","3","3","2","6","0","1","0",".242",".293",".372",".666",".290","0.0","0.0","0.1","sa875718"
"Kevin Pillar","Giants","118","494","462","115","27","1","11","51","50","21","85","6","12","3",".249",".288",".383",".671",".290","4.7","1.8","0.9","12434"
"Socrates Brito","Blue Jays","3","14","13","3","1","0","0","2","1","1","4","0","0","0",".238",".286",".385",".670",".290","0.0","0.0","0.0","12944"
"Pablo Reyes","Pirates","8","35","32","8","1","0","1","4","3","2","7","0","1","1",".244",".300",".363",".663",".290","0.2","0.0","0.1","16357"
"Carlos Gomez","Mets","15","62","55","12","3","0","2","6","6","4","18","2","2","1",".216",".293",".365",".657",".290","0.3","0.1","0.1","4881"
"Oscar Mercado","Indians","52","219","198","48","10","1","3","24","19","15","47","3","11","5",".243",".304",".353",".658",".290","0.1","-0.1","-0.1","16375"
"Brandon Phillips","","17","70","65","17","3","0","1","7","7","3","11","1","1","0",".255",".296",".370",".665",".290","0.1","-0.3","0.1","791"
"Kyle Farmer","Reds","22","92","85","20","5","0","2","9","10","5","19","1","1","1",".240",".289",".379",".668",".290","0.0","-0.1","0.0","14813"
"Mitch Walding","Phillies","2","9","8","2","0","0","0","1","1","1","4","0","0","0",".194",".294",".361",".655",".290","0.0","0.0","0.0","13006"
"Miguel Rojas","Marlins","78","329","301","78","14","1","4","30","29","19","41","4","4","2",".259",".311",".351",".662",".289","1.8","-0.6","0.9","7802"
"Jon Jay","White Sox","78","328","293","72","12","2","3","34","24","22","64","7","3","1",".247",".314",".338",".652",".289","0.3","-0.1","0.1","5227"
"Steven Duggar","Giants","90","380","343","83","18","3","5","38","31","31","107","2","8","4",".242",".306",".354",".660",".289","0.3","0.2","0.4","17719"
"John Hicks","Tigers","55","232","215","52","11","1","6","23","24","13","62","1","2","1",".241",".287",".380",".667",".289","0.2","-0.4","0.1","12547"
"Michael A. Taylor","Nationals","32","133","121","28","6","1","3","14","13","10","44","1","6","2",".233",".291",".377",".669",".289","0.5","0.6","0.2","11489"
"Drew Butera","Rockies","3","13","12","3","1","0","0","1","1","1","3","0","0","0",".234",".298",".363",".661",".289","-0.1","0.0","0.0","3411"
"Leury Garcia","White Sox","77","323","300","77","12","2","5","37","29","14","78","5","11","4",".257",".298",".364",".662",".289","1.0","0.6","0.6","5913"
"Pat Valaika","Rockies","9","39","36","8","2","0","1","4","5","2","10","0","0","0",".231",".274",".397",".672",".289","0.1","0.0","0.0","14885"
