All Pitchers Year to Date MLB True Talent Categories,,,,,,,,,,,,,,,,,
Avail,Player,INN,GS,BFP,PC,W,S,K,BB,H,HR,ER,ERA,WHIP,Kd9,BBd9,Rank
W ,Matt Strahm RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,James Kaprielian SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Michael Boyle P | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Keury Mella RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Pressly RP | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yankory Pimentel RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Danish RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yender Caramo RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edward Cabrera SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Mike Augliera RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Oviedo SP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Heredia SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jose Valdez RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Hale RP | NYY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Caleb Thielbar RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Blake Snell SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Danny Rosenbaum SP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brett Adcock SP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Bus 3,Mike Leake SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Alex Wilson RP | DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Barnes RP | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dennis Santana RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Triston McKenzie SP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Walk-In Closets,Drew Steckenrider RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jimmy Lambert SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Anderson Espinoza SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Clippard RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Adam Wainwright SP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Speer RP | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blake Parker RP | MIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nolan Sanburn SP | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Pedro Avila SP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Chris Rowley RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daulton Jefferies SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Marcus Stroman SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Rumbelow RP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dedgar Jimenez RP | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Albert Suarez RP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeurys Familia RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Sam Carlson SP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Scott Copeland RP | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Mahle SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Bashlor RP | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron Sanchez SP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joe Gatto SP | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,A.J. Puckett SP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tyler Mapes P | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brian Ellington RP | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tom Koehler RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake McCasland RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bobby Wahl RP | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Cook RP | SEA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Geno Encina RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Johansen SP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Phelps RP | TOR ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron Loup RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Luis Madero P | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yefry Ramirez SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Shane Baz SP | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Aaron Wilkerson RP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Miguel Nunez RP | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dusty Isaacs RP | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Daniel Ponce de Leon RP | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dylan Unsworth SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,David Hurlbut SP | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Grayson Rodriguez SP | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Skylar Szynski SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jordan Romano RP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Austin Wright RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jeff Brigham SP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lewis Thorpe SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Krol RP | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Oliver Perez RP | CLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jake Newberry RP | KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Nick Hernandez RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
12oz Darlings,Edwin Jackson SP | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Bryan Shaw RP | COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Edwin Quirarte RP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
University of Woolloomooloo Philosophy Department,Mike Montgomery RP | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Juan Caballero RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Brad Ziegler RP | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Jacob Dahlstrand P | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Craig Stammen RP | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Tim Collins RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Anderson SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
The Midnight Sillies,Mychal Givens RP | BAL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Boone Whiting P | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Andrew Barbosa SP | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Matt Krook SP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Amir Garrett RP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dakota Chalmers SP | OAK ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Yimi Garcia RP | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Blake Logan P | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ryan Eades SP | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Trey Cochran-Gill P | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cole Sulser RP | TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Ian Kahaloa SP | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Cam Bedrosian RP | LAA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Joey Wentz SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Garrett Richards SP | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Dean Deetz RP | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Roman Mendez RP | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Terry Doyle SP | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Enderson Franco SP | SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Huascar Ynoa SP | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Lance Lynn SP | TEX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Peter Tago SP | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
W ,Malcom Culver RP | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
Report Updated as of  2/3/19 10:06 AM EST,,,,,,,,,,,,,,,,,
