,game_pk,batter,pitcher,at_bat_number,pitch_type_leading,pitch_type_in_one_one
53792,746674,664728,607259,17,Four-seam Fastball,Curveball
53793,746674,666023,607259,16,Cutter,Slider
53794,746674,624428,607259,15,Cutter,Changeup
53795,746674,666181,547179,14,Changeup,Four-seam Fastball
53796,746674,668715,547179,11,Four-seam Fastball,Curveball
53797,746674,521692,607259,8,Curveball,Cutter
53798,746674,686681,607259,1,Cutter,Cutter
53799,746518,595777,680767,74,Four-seam Fastball,Four-seam Fastball
53800,746518,456781,680767,72,Slider,Slider
53801,746518,687597,669308,71,Slider,Four-seam Fastball
53802,746518,595909,669308,69,Changeup,Slider
53803,746518,663898,673513,63,Splitter,Four-seam Fastball
53804,746518,641857,673513,62,Slider,Four-seam Fastball
53805,746518,595777,656458,58,Four-seam Fastball,Four-seam Fastball
53806,746518,650333,656458,57,Four-seam Fastball,Slider
53807,746518,543309,683409,56,Changeup,Sinker
53808,746518,678662,673513,55,Four-seam Fastball,Splitter
53809,746518,663898,663362,45,Four-seam Fastball,Four-seam Fastball
53810,746518,678662,663362,42,Four-seam Fastball,Knuckle-ball
53811,746518,630105,615698,40,Sinker,Curveball
53812,746518,595777,615698,39,Sinker,Sinker
53813,746518,687597,663362,37,Four-seam Fastball,Four-seam Fastball
53814,746518,607732,663362,36,Sweeper,Knuckle-ball
53815,746518,444482,615698,31,Sinker,Sinker
53816,746518,701538,615698,30,Sinker,Sinker
53817,746518,669911,663362,28,Knuckle-ball,Sweeper
53818,746518,686668,663362,22,Cutter,Sinker
53819,746518,453568,663362,20,Sweeper,Knuckle-ball
53820,746518,673490,615698,15,Splitter,Sinker
53821,746518,453568,663362,6,Knuckle-ball,Cutter
53822,746518,595777,615698,2,Sinker,Cutter
53823,746518,650333,615698,1,Sinker,Cutter
53824,746438,669234,605280,68,Sinker,Sweeper
53825,746438,690291,605280,67,Slider,Slider
53826,746438,624431,676428,65,Sinker,Changeup
53827,746438,676632,592454,63,Changeup,Changeup
53828,746438,678009,596133,56,Changeup,Changeup
53829,746438,668670,596133,55,Cutter,Cutter
53830,746438,650402,676428,51,Sweeper,Changeup
53831,746438,672724,676428,50,Sinker,Sinker
53832,746438,518934,676428,49,Sweeper,Sinker
53833,746438,690291,543037,47,Four-seam Fastball,Four-seam Fastball
53834,746438,681481,543037,44,Knuckle-curve,Four-seam Fastball
53835,746438,683011,676428,42,Sinker,Sweeper
53836,746438,519317,676428,40,Changeup,Changeup
53837,746438,656716,543037,37,Four-seam Fastball,Slider
53838,746438,665742,676428,35,Sinker,Sinker
53839,746438,518934,676428,32,Sinker,Sweeper
53840,746438,624431,676428,28,Sinker,Sinker
53841,746438,657077,676428,26,Sinker,Sinker
53842,746438,663837,543037,25,Cutter,Four-seam Fastball
53843,746438,681481,543037,24,Slider,Four-seam Fastball
53844,746438,519317,669724,21,Sinker,Sinker
53845,746438,665742,669724,19,Four-seam Fastball,Sinker
53846,746438,690291,543037,15,Four-seam Fastball,Four-seam Fastball
53847,746438,676632,543037,14,Slider,Changeup
53848,746438,663837,543037,9,Four-seam Fastball,Knuckle-curve
53849,746438,519317,689225,4,Sinker,Four-seam Fastball
53850,746438,650402,689225,1,Sinker,Slider
53851,746357,514888,641771,79,Sweeper,Slider
53852,746357,643289,641771,77,Sinker,Sinker
53853,746357,701305,641771,76,Sweeper,Slider
53854,746357,676694,641582,72,Four-seam Fastball,Slider
53855,746357,643217,672391,69,Cutter,Four-seam Fastball
53856,746357,673237,605121,63,Slider,Slider
53857,746357,686676,681869,60,Four-seam Fastball,Four-seam Fastball
53858,746357,657757,681869,59,Changeup,Changeup
53859,746357,643217,681869,57,Changeup,Curveball
53860,746357,643289,657053,54,Splitter,Sinker
53861,746357,676694,657053,52,Sinker,Splitter
53862,746357,605170,657053,51,Splitter,Splitter
53863,746357,665161,657053,50,Sinker,Curveball
53864,746357,673237,657053,49,Sinker,Sinker
53865,746357,681460,657571,47,Four-seam Fastball,Four-seam Fastball
53866,746357,678246,681293,45,Cutter,Cutter
53867,746357,686676,681293,44,Cutter,Changeup
53868,746357,657757,681293,43,Changeup,Four-seam Fastball
53869,746357,670541,657053,42,Splitter,Curveball
53870,746357,514888,657053,41,Sinker,Sinker
53871,746357,643289,657053,39,Splitter,Sinker
53872,746357,673357,681293,36,Cutter,Sweeper
53873,746357,701305,676979,33,Changeup,Four-seam Fastball
53874,746357,605170,676979,31,Four-seam Fastball,Four-seam Fastball
53875,746357,678246,681293,28,Curveball,Sweeper
53876,746357,676801,676979,23,Four-seam Fastball,Cutter
53877,746357,701305,676979,16,Four-seam Fastball,Four-seam Fastball
53878,746357,605170,676979,14,Cutter,Cutter
53879,746357,665161,676979,13,Four-seam Fastball,Cutter
53880,746357,657757,681293,8,Curveball,Curveball
53881,746189,542303,690829,72,Sinker,Sinker
53882,746189,671739,690829,70,Four-seam Fastball,Four-seam Fastball
53883,746189,681351,592426,68,Slider,Four-seam Fastball
53884,746189,694359,592426,67,Slider,Slider
53885,746189,694384,669276,62,Four-seam Fastball,Four-seam Fastball
53886,746189,683021,669276,59,Slider,Slider
53887,746189,669221,519326,58,Slider,Slider
53888,746189,621566,519326,57,Cutter,Changeup
53889,746189,671739,519326,54,Cutter,Four-seam Fastball
53890,746189,592273,572955,51,Curveball,Curveball
53891,746189,681351,572955,50,Four-seam Fastball,Cutter
53892,746189,694359,680885,49,Sinker,Splitter
53893,746189,593160,656271,47,Changeup,Four-seam Fastball
53894,746189,672284,656271,45,Slider,Slider
53895,746189,687263,680885,44,Cutter,Sinker
53896,746189,621566,656271,39,Sinker,Four-seam Fastball
53897,746189,663586,672710,37,Slider,Slider
53898,746189,671739,672710,36,Changeup,Four-seam Fastball
53899,746189,666176,680885,35,Slider,Slider
53900,746189,592273,680885,33,Cutter,Sinker
53901,746189,681351,680885,32,Four-seam Fastball,Curveball
53902,746189,694359,680885,31,Curveball,Curveball
53903,746189,694384,680885,30,Splitter,Four-seam Fastball
53904,746189,621566,667755,24,Sinker,Pickoff
53905,746189,621493,680885,21,Curveball,Four-seam Fastball
53906,746189,657656,667755,11,Knuckle-curve,Sinker
53907,746189,672284,667755,10,Sinker,Sinker
53908,746189,669221,667755,8,Sinker,Sinker
53909,746189,694384,680885,6,Sinker,Curveball
53910,746189,542303,667755,3,Slider,Sinker
53911,746189,671739,667755,1,Sinker,Knuckle-curve
53912,745949,680757,606303,71,Sinker,Four-seam Fastball
53913,745949,666310,606303,70,Four-seam Fastball,Slider
53914,745949,682177,606303,69,Changeup,Four-seam Fastball
53915,745949,656555,605130,68,Slider,Sinker
53916,745949,669003,605130,67,Four-seam Fastball,Curveball
53917,745949,665926,683232,63,Slider,Four-seam Fastball
53918,745949,608070,669060,60,Cutter,Sinker
53919,745949,680757,665625,55,Slider,Slider
53920,745949,686217,669212,50,Changeup,Four-seam Fastball
53921,745949,656555,658648,49,Slider,Slider
53922,745949,665926,650644,48,Sinker,Sweeper
53923,745949,681807,650644,47,Sweeper,Sinker
53924,745949,680757,650644,40,Cutter,Cutter
53925,745949,694192,668909,37,Four-seam Fastball,Slider
53926,745949,682177,650644,33,Cutter,Sinker
53927,745949,678877,650644,32,Sinker,Sinker
53928,745949,647304,650644,29,Sinker,Sinker
53929,745949,661388,668909,25,Four-seam Fastball,Curveball
53930,745949,608070,650644,22,Cutter,Cutter
53931,745949,686823,650644,21,Sinker,Cutter
53932,745949,680757,650644,20,Cutter,Cutter
53933,745949,666310,650644,19,Cutter,Four-seam Fastball
53934,745949,687401,668909,17,Curveball,Curveball
53935,745949,682177,650644,14,Cutter,Cutter
53936,745949,678877,650644,13,Four-seam Fastball,Sinker
53937,745949,669003,668909,9,Four-seam Fastball,Four-seam Fastball
53938,745949,672012,668909,6,Curveball,Slider
53939,745949,694192,668909,5,Four-seam Fastball,Four-seam Fastball
53940,745949,668930,668909,4,Four-seam Fastball,Curveball
53941,745949,608070,650644,3,Splitter,Sweeper
53942,745784,672640,676130,73,Four-seam Fastball,Four-seam Fastball
53943,745784,607043,669111,69,Four-seam Fastball,Slider
53944,745784,668901,669111,68,Four-seam Fastball,Slider
53945,745784,681146,676130,67,Sweeper,Sweeper
53946,745784,669364,676130,65,Changeup,Sinker
53947,745784,664056,669111,63,Slider,Four-seam Fastball
53948,745784,643446,669111,62,Four-seam Fastball,Four-seam Fastball
53949,745784,645305,640455,61,Changeup,Changeup
53950,745784,682073,640455,60,Changeup,Sweeper
53951,745784,656896,640455,59,Changeup,Changeup
53952,745784,682626,666277,58,Slider,Four-seam Fastball
53953,745784,502110,666277,55,Four-seam Fastball,Slider
53954,745784,672640,640455,54,Sinker,Changeup
53955,745784,596019,666277,49,Four-seam Fastball,Four-seam Fastball
53956,745784,681146,640455,46,Cutter,Changeup
53957,745784,645305,640455,43,Sinker,Changeup
53958,745784,624413,666277,40,Four-seam Fastball,Slider
53959,745784,596019,682610,36,Four-seam Fastball,Slider
53960,745784,608385,682610,32,Four-seam Fastball,Changeup
53961,745784,682073,640455,31,Sinker,Changeup
53962,745784,660821,640455,27,Four-seam Fastball,Sinker
53963,745784,502110,682610,24,Cutter,Four-seam Fastball
53964,745784,607043,682610,23,Changeup,Four-seam Fastball
53965,745784,668901,682610,22,Sinker,Sinker
53966,745784,645305,640455,19,Sinker,Sinker
53967,745784,682073,640455,18,Sinker,Sinker
53968,745784,596019,682610,17,Four-seam Fastball,Slider
53969,745784,664056,682610,16,Sinker,Sinker
53970,745784,682626,682610,14,Slider,Sinker
53971,745784,608385,682610,13,Changeup,Changeup
53972,745784,656896,640455,12,Sinker,Sinker
53973,745784,672640,640455,11,Sinker,Changeup
53974,745784,502110,682610,8,Slider,Sinker
53975,745784,607043,682610,7,Four-seam Fastball,Changeup
53976,745784,596019,682610,5,Four-seam Fastball,Slider
53977,745784,681146,640455,3,Sinker,Sinker
53978,745784,669364,640455,1,Sinker,Sinker
53979,745542,607208,640448,77,Splitter,Splitter
53980,745542,669016,640448,74,Four-seam Fastball,Splitter
53981,745542,660688,656546,63,Slider,Slider
53982,745542,665953,656546,62,Four-seam Fastball,Four-seam Fastball
53983,745542,695578,621381,61,Slider,Four-seam Fastball
53984,745542,607208,676395,58,Changeup,Changeup
53985,745542,671277,605400,52,Knuckle-curve,Knuckle-curve
53986,745542,642215,606930,50,Cutter,Four-seam Fastball
53987,745542,681082,606930,49,Four-seam Fastball,Four-seam Fastball
53988,745542,660688,605400,47,Changeup,Changeup
53989,745542,695578,605400,45,Four-seam Fastball,Four-seam Fastball
53990,745542,664761,606930,43,Cutter,Four-seam Fastball
53991,745542,669743,605400,39,Four-seam Fastball,Sinker
53992,745542,677588,605400,37,Four-seam Fastball,Knuckle-curve
53993,745542,642215,571578,34,Slider,Sinker
53994,745542,671277,605400,32,Sinker,Knuckle-curve
53995,745542,665953,605400,30,Knuckle-curve,Sinker
53996,745542,592663,571578,27,Cutter,Cutter
53997,745542,592206,571578,26,Cutter,Slider
53998,745542,664761,571578,25,Cutter,Cutter
53999,745542,677588,605400,19,Knuckle-curve,Four-seam Fastball
54000,745542,656941,571578,18,Slider,Sinker
54001,745542,679032,571578,17,Slider,Slider
54002,745542,681082,571578,15,Slider,Sinker
54003,745542,671277,605400,11,Changeup,Sinker
54004,745542,664761,571578,8,Sinker,Sinker
54005,745542,547180,571578,7,Slider,Slider
54006,745542,607208,571578,6,Curveball,Slider
54007,745542,665953,605400,4,Cutter,Knuckle-curve
54008,745462,457759,670280,71,Four-seam Fastball,Curveball
54009,745462,571745,670280,70,Splitter,Curveball
54010,745462,686527,670280,69,Four-seam Fastball,Curveball
54011,745462,670042,670280,68,Curveball,Splitter
54012,745462,593871,670280,67,Splitter,Splitter
54013,745462,518735,663423,66,Cutter,Curveball
54014,745462,643396,608638,59,Sinker,Slider
54015,745462,665833,608723,58,Curveball,Cutter
54016,745462,457705,608723,56,Sweeper,Sweeper
54017,745462,645302,693312,53,Curveball,Four-seam Fastball
54018,745462,660844,693312,52,Curveball,Four-seam Fastball
54019,745462,668942,693312,51,Curveball,Four-seam Fastball
54020,745462,663647,669302,50,Slider,Curveball
54021,745462,650559,669302,49,Slider,Splitter
54022,745462,643396,669302,47,Four-seam Fastball,Splitter
54023,745462,593871,694973,44,Sinker,Curveball
54024,745462,457705,669302,40,Slider,Splitter
54025,745462,668804,669302,29,Splitter,Slider
54026,745462,670042,694973,25,Changeup,Slider
54027,745462,593871,694973,24,Four-seam Fastball,Curveball
54028,745462,457705,669302,23,Slider,Four-seam Fastball
54029,745462,663728,694973,18,Sinker,Four-seam Fastball
54030,745462,668227,694973,17,Four-seam Fastball,Sinker
54031,745462,650559,669302,16,Curveball,Four-seam Fastball
54032,745462,668942,694973,11,Four-seam Fastball,Four-seam Fastball
54033,745462,670042,694973,9,Curveball,Sweeper
54034,745462,665833,669302,8,Slider,Four-seam Fastball
54035,745462,668804,669302,7,Four-seam Fastball,Slider
54036,745462,457705,669302,6,Four-seam Fastball,Four-seam Fastball
54037,745462,593871,694973,5,Four-seam Fastball,Four-seam Fastball
54038,745144,691026,656629,76,Four-seam Fastball,Slider
54039,745144,518692,668941,74,Slider,Slider
54040,745144,605141,668941,73,Four-seam Fastball,Slider
54041,745144,660271,668941,72,Slider,Slider
54042,745144,680977,523260,68,Changeup,Sinker
54043,745144,502054,623465,62,Four-seam Fastball,Sweeper
54044,745144,691026,623465,60,Sweeper,Four-seam Fastball
54045,745144,518692,669461,57,Cutter,Four-seam Fastball
54046,745144,605141,669461,56,Four-seam Fastball,Slider
54047,745144,691023,607455,53,Changeup,Changeup
54048,745144,680977,607455,52,Sinker,Slider
54049,745144,660271,669461,48,Slider,Sinker
54050,745144,595281,552640,46,Slider,Slider
54051,745144,500743,552640,45,Slider,Sinker
54052,745144,669257,571945,44,Slider,Four-seam Fastball
54053,745144,606192,571945,42,Slider,Slider
54054,745144,660271,571945,35,Four-seam Fastball,Curveball
54055,745144,595281,571945,33,Four-seam Fastball,Changeup
54056,745144,502671,680736,30,Changeup,Four-seam Fastball
54057,745144,571448,680736,29,Four-seam Fastball,Curveball
54058,745144,500743,571945,28,Slider,Sinker
54059,745144,687363,680736,22,Four-seam Fastball,Cutter
54060,745144,606192,571945,21,Four-seam Fastball,Sinker
54061,745144,691023,680736,17,Curveball,Four-seam Fastball
54062,745144,571448,680736,14,Four-seam Fastball,Changeup
54063,745144,500743,571945,10,Slider,Slider
54064,745144,669257,571945,9,Sinker,Slider
54065,745144,502054,680736,7,Four-seam Fastball,Curveball
54066,745144,575929,680736,6,Curveball,Four-seam Fastball
54067,745144,691026,680736,5,Four-seam Fastball,Curveball
54068,745144,606192,571945,4,Slider,Four-seam Fastball
54069,745144,605141,571945,2,Curveball,Sinker
54070,745054,676609,679885,74,Sinker,Sinker
54071,745054,682998,664126,71,Slider,Changeup
54072,745054,666185,657044,66,Sinker,Sinker
54073,745054,691406,657044,65,Sinker,Slider
54074,745054,666139,657044,64,Sinker,Slider
54075,745054,650490,657044,61,Sinker,Sinker
54076,745054,676356,640462,60,Slider,Four-seam Fastball
54077,745054,680728,621363,59,Slider,Four-seam Fastball
54078,745054,664983,621363,55,Four-seam Fastball,Slider
54079,745054,691406,669194,51,Slider,Cutter
54080,745054,666624,669194,45,Cutter,Four-seam Fastball
54081,745054,664040,669194,44,Four-seam Fastball,Four-seam Fastball
54082,745054,650490,669194,43,Cutter,Four-seam Fastball
54083,745054,592626,686752,39,Four-seam Fastball,Cutter
54084,745054,682998,686752,33,Four-seam Fastball,Cutter
54085,745054,677942,686752,32,Four-seam Fastball,Four-seam Fastball
54086,745054,672695,686752,31,Cutter,Four-seam Fastball
54087,745054,666139,669194,29,Changeup,Changeup
54088,745054,553993,686752,26,Four-seam Fastball,Four-seam Fastball
54089,745054,670224,669194,21,Four-seam Fastball,Four-seam Fastball
54090,745054,682998,686752,17,Four-seam Fastball,Cutter
54091,745054,666163,669194,16,Changeup,Changeup
54092,745054,666139,669194,13,Cutter,Changeup
54093,745054,677942,686752,12,Four-seam Fastball,Four-seam Fastball
54094,745054,672695,686752,11,Cutter,Cutter
54095,745054,664040,669194,8,Four-seam Fastball,Four-seam Fastball
54096,745054,650490,669194,7,Four-seam Fastball,Cutter
54097,745054,666971,686752,5,Four-seam Fastball,Slider
54098,745054,682998,686752,1,Four-seam Fastball,Cutter
54099,744974,543760,661395,72,Splitter,Four-seam Fastball
54100,744974,665750,661395,71,Four-seam Fastball,Splitter
54101,744974,694671,661395,69,Splitter,Splitter
54102,744974,670242,642520,66,Four-seam Fastball,Curveball
54103,744974,673962,643377,65,Sweeper,Sweeper
54104,744974,663993,643377,64,Four-seam Fastball,Four-seam Fastball
54105,744974,666969,643377,63,Four-seam Fastball,Four-seam Fastball
54106,744974,668904,605177,61,Slider,Sinker
54107,744974,608369,595345,57,Slider,Four-seam Fastball
54108,744974,622534,670036,54,Four-seam Fastball,Sweeper
54109,744974,608348,663485,51,Sinker,Sinker
54110,744974,670242,670036,44,Four-seam Fastball,Sweeper
54111,744974,669304,670036,43,Four-seam Fastball,Cutter
54112,744974,608369,680573,42,Four-seam Fastball,Slider
54113,744974,543760,680573,41,Four-seam Fastball,Changeup
54114,744974,608348,680573,39,Changeup,Slider
54115,744974,467793,571760,36,Four-seam Fastball,Four-seam Fastball
54116,744974,622534,571760,35,Four-seam Fastball,Four-seam Fastball
54117,744974,666397,571760,34,Slider,Slider
54118,744974,694671,680573,32,Slider,Changeup
54119,744974,673962,680573,31,Four-seam Fastball,Four-seam Fastball
54120,744974,668904,571760,26,Four-seam Fastball,Curveball
54121,744974,596146,571760,25,Changeup,Four-seam Fastball
54122,744974,666969,680573,24,Changeup,Slider
54123,744974,608369,680573,22,Slider,Four-seam Fastball
54124,744974,622534,571760,19,Four-seam Fastball,Changeup
54125,744974,680777,571760,17,Changeup,Changeup
54126,744974,665750,680573,16,Changeup,Changeup
54127,744974,608348,680573,15,Slider,Slider
54128,744974,673962,680573,13,Slider,Four-seam Fastball
54129,744974,666969,680573,11,Four-seam Fastball,Slider
54130,744974,668904,571760,7,Changeup,Four-seam Fastball
54131,744974,669701,680573,6,Curveball,Four-seam Fastball
54132,744974,608369,680573,5,Slider,Slider
54133,744974,622534,571760,1,Four-seam Fastball,Four-seam Fastball
54134,746997,656775,445276,72,Sinker,Cutter
54135,746997,680776,642397,70,Four-seam Fastball,Four-seam Fastball
54136,746997,678882,642397,69,Sinker,Four-seam Fastball
54137,746997,807799,642397,68,Sweeper,Sinker
54138,746997,663853,572143,62,Four-seam Fastball,Sweeper
54139,746997,643376,572143,61,Four-seam Fastball,Curveball
54140,746997,681297,608371,57,Cutter,Four-seam Fastball
54141,746997,668939,608371,56,Cutter,Curveball
54142,746997,656775,657514,54,Curveball,Sinker
54143,746997,680776,666974,51,Four-seam Fastball,Four-seam Fastball
54144,746997,807799,666974,49,Changeup,Changeup
54145,746997,663853,700249,47,Changeup,Changeup
54146,746997,663624,678394,46,Slider,Sinker
54147,746997,623993,678394,43,Four-seam Fastball,Changeup
54148,746997,681297,678394,42,Sinker,Changeup
54149,746997,643376,700249,41,Four-seam Fastball,Four-seam Fastball
54150,746997,646240,700249,40,Four-seam Fastball,Four-seam Fastball
54151,746997,543510,678394,35,Sinker,Slider
54152,746997,656775,678394,33,Sinker,Changeup
54153,746997,657136,700249,32,Changeup,Changeup
54154,746997,671213,700249,31,Curveball,Changeup
54155,746997,663853,700249,30,Four-seam Fastball,Four-seam Fastball
54156,746997,702616,678394,28,Changeup,Four-seam Fastball
54157,746997,656811,678394,26,Changeup,Changeup
54158,746997,646240,700249,25,Four-seam Fastball,Four-seam Fastball
54159,746997,683002,678394,22,Sinker,Sinker
54160,746997,623993,678394,21,Sinker,Sinker
54161,746997,543510,678394,19,Sinker,Slider
54162,746997,680776,700249,18,Four-seam Fastball,Sweeper
54163,746997,657136,700249,16,Changeup,Changeup
54164,746997,663624,678394,12,Slider,Sinker
54165,746997,656811,678394,11,Sinker,Changeup
54166,746997,683002,678394,6,Changeup,Sinker
54167,746997,681297,678394,4,Changeup,Sinker
54168,746997,608701,700249,2,Four-seam Fastball,Sweeper
54169,746841,543807,605347,68,Sinker,Slider
54170,746841,680718,605347,67,Four-seam Fastball,Four-seam Fastball
54171,746841,664023,642232,58,Cutter,Changeup
54172,746841,691718,642232,56,Curveball,Sinker
54173,746841,543807,592767,52,Knuckle-curve,Sinker
54174,746841,670623,647315,48,Slider,Sinker
54175,746841,641355,647315,47,Sinker,Sinker
54176,746841,672386,657240,43,Four-seam Fastball,Slider
54177,746841,664023,605135,40,Cutter,Sinker
54178,746841,662139,668338,35,Four-seam Fastball,Four-seam Fastball
54179,746841,680718,668338,33,Four-seam Fastball,Changeup
54180,746841,641355,605135,30,Slider,Cutter
54181,746841,695238,663878,27,Slider,Curveball
54182,746841,683737,605135,22,Curveball,Curveball
54183,746841,664023,605135,21,Sinker,Splitter
54184,746841,543807,663878,19,Slider,Four-seam Fastball
54185,746841,665804,605135,17,Sweeper,Curveball
54186,746841,691718,605135,16,Cutter,Splitter
54187,746841,621020,605135,15,Curveball,Sweeper
54188,746841,663538,605135,14,Sinker,Curveball
54189,746841,676914,657006,12,Four-seam Fastball,Four-seam Fastball
54190,746841,695238,657006,11,Four-seam Fastball,Sinker
54191,746841,670623,605135,10,Slider,Sinker
54192,746841,673548,605135,8,Sinker,Curveball
54193,746841,676391,657006,5,Four-seam Fastball,Four-seam Fastball
54194,746841,672386,657006,4,Slider,Four-seam Fastball
54195,746841,665489,657006,3,Four-seam Fastball,Four-seam Fastball
54196,746675,666181,672578,83,Splitter,Splitter
54197,746675,666023,571912,82,Eephus,Fastball
54198,746675,592669,571912,81,Knuckle-ball,Fastball
54199,746675,624428,596001,74,Slider,Slider
54200,746675,641584,672582,70,Sinker,Sinker
54201,746675,600869,672582,68,Slider,Four-seam Fastball
54202,746675,657557,664747,66,Slider,Slider
54203,746675,656413,608379,62,Changeup,Sinker
54204,746675,669289,608379,59,Cutter,Changeup
54205,746675,682622,608379,54,Slider,Changeup
54206,746675,668715,608379,50,Slider,Sinker
54207,746675,680118,663574,49,Slider,Slider
54208,746675,592669,663574,45,Slider,Slider
54209,746675,663886,608379,41,Curveball,Changeup
54210,746675,657557,594580,35,Four-seam Fastball,Changeup
54211,746675,682622,608379,32,Slider,Changeup
54212,746675,641584,608379,31,Cutter,Cutter
54213,746675,521692,571656,28,Sinker,Changeup
54214,746675,677951,571656,26,Changeup,Changeup
54215,746675,680118,571656,24,Slider,Slider
54216,746675,641658,666157,22,Four-seam Fastball,Changeup
54217,746675,666023,666157,21,Four-seam Fastball,Curveball
54218,746675,686469,666157,18,Curveball,Curveball
54219,746675,677951,666157,14,Curveball,Changeup
54220,746675,666023,666157,9,Four-seam Fastball,Curveball
54221,746675,682829,608379,7,Four-seam Fastball,Changeup
54222,746675,521692,666157,4,Changeup,Four-seam Fastball
54223,746675,672580,666157,1,Four-seam Fastball,Curveball
54224,746515,669911,656945,72,Slider,Slider
54225,746515,663898,656945,71,Four-seam Fastball,Slider
54226,746515,641857,656945,70,Four-seam Fastball,Slider
54227,746515,595777,664875,67,Sinker,Sweeper
54228,746515,669369,663567,66,Changeup,Changeup
54229,746515,453568,592094,63,Four-seam Fastball,Changeup
54230,746515,592518,663567,57,Changeup,Four-seam Fastball
54231,746515,595909,670970,56,Four-seam Fastball,Sinker
54232,746515,669911,656302,55,Four-seam Fastball,Slider
54233,746515,641857,656302,53,Slider,Slider
54234,746515,444482,663567,45,Four-seam Fastball,Changeup
54235,746515,673490,607536,39,Changeup,Sinker
54236,746515,593428,607536,36,Slider,Sinker
54237,746515,456781,607536,35,Changeup,Sinker
54238,746515,663898,656302,34,Slider,Slider
54239,746515,641857,656302,33,Slider,Four-seam Fastball
54240,746515,678662,656302,31,Slider,Knuckle-curve
54241,746515,669134,607536,28,Slider,Sinker
54242,746515,592518,607536,20,Slider,Slider
54243,746515,456781,607536,18,Changeup,Sinker
54244,746515,595777,607536,17,Sinker,Four-seam Fastball
54245,746515,669911,656302,15,Slider,Knuckle-curve
54246,746515,663898,656302,14,Slider,Four-seam Fastball
54247,746515,444482,607536,11,Slider,Four-seam Fastball
54248,746515,592518,607536,8,Changeup,Four-seam Fastball
54249,746515,686668,656302,6,Slider,Slider
54250,746434,683011,671345,69,Sinker,Sinker
54251,746434,669224,671345,66,Four-seam Fastball,Four-seam Fastball
54252,746434,690291,657612,63,Sinker,Sinker
54253,746434,518934,663947,56,Four-seam Fastball,Cutter
54254,746434,669234,643410,55,Curveball,Sweeper
54255,746434,683011,663947,51,Cutter,Four-seam Fastball
54256,746434,519317,663947,49,Cutter,Changeup
54257,746434,592450,663947,44,Four-seam Fastball,Cutter
54258,746434,650402,672456,42,Sinker,Four-seam Fastball
54259,746434,690993,664776,40,Slider,Sinker
54260,746434,665828,672456,38,Four-seam Fastball,Four-seam Fastball
54261,746434,683011,672456,36,Sinker,Slider
54262,746434,656716,607074,33,Curveball,Four-seam Fastball
54263,746434,657077,672456,32,Four-seam Fastball,Four-seam Fastball
54264,746434,669224,672456,30,Four-seam Fastball,Knuckle-curve
54265,746434,595879,607074,29,Four-seam Fastball,Changeup
54266,746434,690291,607074,28,Slider,Four-seam Fastball
54267,746434,693307,607074,26,Four-seam Fastball,Four-seam Fastball
54268,746434,690993,607074,25,Curveball,Slider
54269,746434,650402,672456,22,Four-seam Fastball,Slider
54270,746434,665828,672456,21,Four-seam Fastball,Slider
54271,746434,669234,607074,20,Four-seam Fastball,Changeup
54272,746434,595879,607074,16,Four-seam Fastball,Four-seam Fastball
54273,746434,690291,607074,15,Slider,Four-seam Fastball
54274,746434,679529,607074,14,Slider,Changeup
54275,746434,657077,672456,11,Four-seam Fastball,Slider
54276,746434,519317,672456,10,Slider,Sinker
54277,746434,669224,672456,9,Slider,Changeup
54278,746434,663837,607074,4,Four-seam Fastball,Changeup
54279,746434,592450,672456,3,Sinker,Slider
54280,746355,657757,687911,71,Slider,Slider
54281,746355,673237,681402,68,Slider,Slider
54282,746355,643289,681402,65,Slider,Four-seam Fastball
54283,746355,676694,681402,63,Four-seam Fastball,Four-seam Fastball
54284,746355,670032,650556,61,Slider,Slider
54285,746355,681460,650556,60,Four-seam Fastball,Four-seam Fastball
54286,746355,642020,650556,59,Four-seam Fastball,Four-seam Fastball
54287,746355,605170,694363,58,Four-seam Fastball,Slider
54288,746355,673237,694363,55,Changeup,Changeup
54289,746355,670541,694363,54,Changeup,Four-seam Fastball
54290,746355,514888,694363,53,Changeup,Slider
54291,746355,672820,686613,51,Sinker,Sinker
54292,746355,657757,686613,50,Changeup,Changeup
54293,746355,694376,694363,48,Slider,Slider
54294,746355,572138,694363,45,Four-seam Fastball,Slider
54295,746355,683734,686613,44,Sinker,Four-seam Fastball
54296,746355,643217,686613,43,Four-seam Fastball,Changeup
54297,746355,673237,686642,40,Cutter,Cutter
54298,746355,681460,686613,37,Four-seam Fastball,Four-seam Fastball
54299,746355,514888,623167,35,Four-seam Fastball,Changeup
54300,746355,694376,623167,33,Slider,Four-seam Fastball
54301,746355,605170,623167,31,Changeup,Changeup
54302,746355,572138,623167,27,Curveball,Changeup
54303,746355,694376,623167,21,Slider,Four-seam Fastball
54304,746355,683734,686613,19,Knuckle-curve,Knuckle-curve
54305,746355,572138,623167,14,Cutter,Cutter
54306,746355,665161,623167,13,Slider,Four-seam Fastball
54307,746355,681460,686613,12,Four-seam Fastball,Cutter
54308,746355,666150,686613,10,Four-seam Fastball,Sinker
54309,746355,643217,686613,3,Cutter,Cutter
54310,746190,621493,623474,80,Curveball,Curveball
54311,746190,605346,623474,79,Four-seam Fastball,Slider
54312,746190,672284,668968,78,Sinker,Sinker
54313,746190,669221,668968,76,Slider,Sinker
